author,authorLink,content,forward,forward,comments,fabulous,time,source
咩咩咩个啾,https://weibo.com/5339647295?refer_flag=1001030103_,#复工前的假期综合症##疫情结束后最想吃的东西# 吃完该回去上班了 👌🏻,,, 2,5,今天14:59,iPhone客户端
西安国际港务区,https://weibo.com/5083132536?refer_flag=1001030103_,#联防联控 国际港务区在行动#【“春天到了，熟悉的生活正在慢慢回来”——陕西多地复产复工一线见闻】西安国际港务区是陕西现有12个中风险地区之一。为迎接返工潮，港务区启用了能容纳1000人的新建生活区，分区管理返岗人员。各重点项目间实行“全封闭、零流动”管理，工人从工地到宿舍全程由专车接送。O网页链接 ,,, 1,1,今天14:59,Nokia 7 Plus 见不凡
李程远_Joshua,https://weibo.com/1836561061?refer_flag=1001030103_,#预测4月底疫情基本控制# 上午看完了钟老的采访直播全程，有一件事情让我印象深刻。钟老说他们的团队在考虑到政府强力管控和复工因素后，预测感染人数峰值是6-7万人，因为与之前国外团队预测的16万人相差太大，被柳叶刀拒稿了。钟老也没有为了发表文章修改自己的结论，就直接这么在新闻发布会上宣布了。现在看来国内的峰值出现在2月15日，感染了8万人，和钟老团队的模型更接近。查了一下柳叶刀的影响因子，2018年高达33.6。要换成一般学者，为了发表这么高影响因子的杂志，肯定会按照编辑和审稿人的意见修改模型来迎合杂志了吧。不惟书，不惟上，只惟实。一件小事，多少人做不到。 , 7, 7, 1,29,今天 14:59 转赞人数超过30,OnePlus 7 Pro
究竟视频,https://weibo.com/6040549176?refer_flag=1001030103_,【产业破“疫”大调研｜线下尽调受阻，线上审核成主流，看银行如何保障24小时资金不眠！】复工复产背后少不了金融这双神秘之手。银行如何保障24小时资金不眠？多位银行人士向第一财经表示，目前银行基本全面复工，由于实地尽职调查受限，大部分银行以线上审核为主，响应企业的贷款需求。这也进一步形成了疫情期间“非接触”式银行工作模式。银行通过大量线上审核，以及推广网上银行、手机银行等，满足企业和个人的金融服务需求。专家表示，疫情下，非接触银行服务理念和需求应运而生，且不会随着疫情平复而消失，反而可能进一步固化和深化。因此，银行应该从战略上重视非接触银行服务模式，构建符合本行禀赋能力的服务体系，提升非接触服务能力，并在此基础上提高客户体验，推进业务发展，抢占发展的先机。L究竟视频的秒拍视频 ,,,,3,今天14:59,360安全浏览器
肇庆消防,https://weibo.com/5497276987?refer_flag=1001030103_,#复工后化的第一个妆容#【化妆也有危险，了解一下！】网上有这样一段视频：曾经有位女子在化妆时用打火机点烟，突然引燃了脸上的化妆品，导致右半边脸灼伤那么，化妆品遇火真的会燃烧吗？如果会，又是什么原因造成的呢？戳视频~ L安徽消防的微博视频,,, 1,2,今天14:59,iPhone 7 Plus
YiBo的小锁匠,https://weibo.com/6886089596?refer_flag=1001030103_,我今天早点来，宝宝上线，又下线了，宝宝考完试就要复工了，快点播！放个漂亮宝宝，希妈妈们积极贡献jf LYiBo的小锁匠的微博视频,,, 3,,今天14:59,小太子的奶粉铺超话
乐居网包头,https://weibo.com/2202974785?refer_flag=1001030103_,#焦点解读# 售楼处复工率明显攀升 多地出台政策缓解延迟开工影响！2月25日，郑州市宣布分批开放售楼处。售楼处开放地区持续增加。以广州为代表的部分地区，售楼处的复工率已经超50%。相比之下，房地产工地开工率远远不及售楼处。究其原因，工地开工需要多个单位联合开工，复工复杂程度高于售楼处。为了缓解房企延迟开工造成的资金压力，多地出台针对疫情的房地产调控措施，支持房企有序复工复产。郑州市新冠肺炎疫情防控领导小组办公室2月25日下发通知，要求有序开放售楼部，每个售楼部每天分批次接待到访客户预约总量不超过100人，每天接待不超过10批次，前后批次间隔时间不低于30分钟，每批次接待客户人数不超过10人，并进行一对一服务。中国证券报记者梳理发现，截至目前，包括广东、山东、江苏、辽宁、河南在内的多地已经逐步放开售楼处。部分地区开放楼盘数量已经攀升至高位。2月21日，广东省住建厅发布《关于全力支持企业复工复产的通知》，明确要求各地住建主管部门，结合住建工作实际，一手抓疫情防控、一手抓复工复产，促进经济平稳健康发展。其中提出，支持房地产开发企业和中介机构落实疫情防控方案后，有序有度恢复商品房正常销售。机构数据显示，截至2月22日，广州市在售约300个楼盘中，已经有165个楼盘实现对外开放。与售楼处大规模放开相比，项目开工率依然处于低位。目前，多数房企对外宣布，旗下只有少数项目拿到了复工批文。根据各地此前发布的复工时间表，多数地区将2月20日作为申请复工的节点。如杭州市2月6日发布《杭州市企业复工疫情防控工作导则》，要求全市企业复工实行复工申报备案制，分类分区分时段有序复工。其中，房地产开发企业被普遍要求2月20日之后售楼部和建筑工地可以复工。针对工地复工率滞后于售楼处的原因，多位业内人士表示，工地复工审批流程要比售楼处复杂，工地开工需要采购、施工、建设、监督等多个单位复工才可以完成。复工人员到岗率、原材料采购难易程度，都会影响开工进度。缓解房企压力为了缓解房企复工延后的压力，近期，多地区发布针对疫情的房地产调整政策，包括降低新房入市标准、延迟缴纳土地出让金、降低购房者首付、放宽公积金贷款买房等措施。2月24日，苏州市自然资源和规划局披露《关于苏地网挂(2020)1号、2号公告再次调整的补充公告》，对公告涉及的16块挂牌地块的公告时间、报名时间、挂牌截止时间、自由报价截止时间、限时竞价时间、交地时间、开竣工时间、出让价款和代征行政规费缴付时间、网上竞价成交价格超过土地出让市场指导价调整出让价款缴付时间等，都做了延迟调整，以应对疫情对土地出让的影响。《公告》特别指出，对其中10宗地块取消竣工预售许可调整价，这10宗宅地土地面积约47万平方米，起报总价超过128亿元。不少地区对公积金贷款做了较大调整，被认为是从需求端刺激房地产市场。2月23日，南宁公积金管理委员会对外发布《关于调整住房公积金贷款有关政策的通知》，职工个人及家庭只拥有一套住房，且该住房建筑面积在120平方米(含)以内的，允许其在购买建筑面积为144平方米(含)以内的第二套住房时申请使用住房公积金贷款。业内人士指出，对于房地产企业来说，最大的问题还是资金压力，特别是到期债务问题，一旦销售不能快速恢复，房企到3月份将面临普遍性的资金压力。要尽快实现销售和回款，需求端的政策刺激更为有利。房企积极融资拿地疫情发生以来，上市房企拿地、融资的脚步并未停止。近日，金科股份、碧桂园、越秀集团、时代中国等数十家房企发布大额融资计划。与此同时，以北京、上海为代表的多数热点地区接连出让大宗土地。多数房企融资规模较大。2月25日，金科股份发布公告称，公司2020年面向合格投资者公开发行公司债券(第一期)将于2020年2月26日起在深圳证券交易所集中竞价系统和综合协议交易平台双边挂牌交易，并面向合格投资者交易。本期债券发行总额23亿元，分为两个品种。其中，品种一最终发行规模为19亿元，票面利率为6.0%，债券期限为3年；品种二最终发行规模为4亿元，票面利率为6.3%，债券期限为5年。中国证券报记者多方了解到，部分房企积极融资、拿地，主要还是此前已经制定好了相关计划，目前只是处于执行状态。O网页链接 ,,,,,今天14:59,微博 weibo.com
中国石化胜利油田,https://weibo.com/1697496531?refer_flag=1001030103_,【招募令！】新型冠状病毒肺炎疫情发生以来，东营区广大新时代文明实践志愿者，响应号召，积极投身疫情防控工作，成为一支生力军，生动诠释了“甘于奉献”的崇高精神。当前，随着交通秩序恢复，企业复产、工程复工等，人员流动明显加强，村居、社区、企业、商场、超市等防控压力加大。为有效支援全区防控工作，东营区新时代文明实践中心、东营区志愿服务总会与各新时代文明实践分中心（站）一起组织开展“‘疫’不容辞 志愿同行 守卫家园”志愿服务活动，现招募万名新时代文明实践志愿者，按照就近就便原则，与新时代文明实践中心、或相关分中心取得联系（详细联络方式附后），加入中心、各分中心志愿服务队伍，采取“线上联络沟通、线上派单、线上培训、线下完成订单”的方式，积极参与抗击疫情志愿服务。一、报名条件1、思想政治坚定，身心健康，热心公益事业，具有奉献精神，能从事一定时间的志愿服务工作；2、个人及家庭成员身体健康，近一个月内无发热、咳嗽、胸闷等呼吸道感染病史，近一个月内没有接触疫情严重地区人员；3、年龄在18周岁以上，现居住在东营区辖区内；4、服从统一工作安排，自觉遵守疫情防控相关规定，认真参加岗前培训，不擅自行动，能时刻做好自我防护措施。二、志愿服务时间和地点2020年2月26日起至疫情防控工作结束，具体志愿服务时间由东营区新时代文明实践中心、各镇街道新时代文明实践分中心依据我区疫情发展和防控具体工作安排而定。志愿服务按照属地管理原则，在志愿者所在地就近就便开展服务。三、保障措施1、上岗服务前由各志愿服务活动组织单位进行线上志愿者岗前培训；2、志愿服务期间，为志愿者购买人身意外伤害保险；3、志愿服务期间由志愿者使用单位为志愿者提供服务岗位所需的个人防护装备；4、统一发放标有“东营区新时代文明实践者”的红袖标；5、对表现突出的志愿者予以评优激励，对优秀志愿者事迹进行宣传报导。四、报名方式东营区新时代文明实践中心、各镇街道分中心将根据实际开展各类志愿服务活动。如您有意愿或具有相应的志愿服务特长，欢迎您关注并扫描下列相应二维码，通过在线方式报名加入志愿服务群。如遇微信群加满或链接失效情况，请添加联系人微信并由联系人邀请加入，或待更新链接后再扫码加入。入群后请将本人群昵称改为“姓名-联系方式”格式（例如：“李某-139XXXXXXXX”）。同时为更好开展服务，请配合提供本人基本信息并请随时关注各工作群内相关通知。五、志愿服务需求报名须知如您需要志愿服务可与我们联系，请您提供相应的具体志愿服务需求信息，例如：时间、地点、规模、内容、对志愿者相应技能要求等，并留下完整的联系方式。联系人：刘冠海联系电话：8202325、13505460806东营区新时代文明实践指导中心2020年2月26日 , 7, 7, 3,5,今天14:58,专业版微博
沈阳于洪公安,https://weibo.com/1905888933?refer_flag=1001030103_,【父亲筹口罩支援一线 儿子却卖口罩诈骗#抗击疫情公安在行动# 近日，安徽芜湖，黄某在网上发虚假销售口罩信息，诈骗复工复产企业被民警抓获。民警检查中发现，黄某家中既无口罩，也没有口罩的生产经营销售证件。2月23日，黄某父亲得知儿子行为后深感震惊气恼，连夜筹钱为其还债。民警了解到，疫情期间其父作为志愿者，多方筹集口罩免费送往疫区。目前黄某因涉嫌诈骗已被刑拘，案件正在进一步侦办中。 L沈阳于洪公安的微博视频 ,,,,1,今天14:58,微博云剪
微博兰州,https://weibo.com/3606844282?refer_flag=1001030103_,#复工复产 甘肃在行动#兰州事记 【万名志愿者下沉一线 ，战“疫”路上志愿“红”】在新冠肺炎疫情联防联控这场没有硝烟的战场上，兰州市永登县持续坚持文明引领，深入开展公益宣传、文明示范、志愿服务、文明实践、诚信治理、环境整洁等“六大战‘疫’行动”。全县12支专业志愿服务队和16支乡镇志愿服务队、210支村（社区）志愿服务队和60多支部门单位志愿服务队，5000多名党员志愿者、3000多名青年志愿者、2000多名社会志愿者积极响应，纷纷下沉一线，用平凡的行动筑起了抗击疫情的坚固防线。（兰州日报社全媒体记者 王忠德 特约记者 郁俊 文/图）详情点击链接→O【疫情防控 甘肃在行动】万名志愿者下沉一线 ，战“疫”路上志愿“红” , 1, 1,,1,今天14:58,OPPO智能手机
第一财经日报,https://weibo.com/1926909715?refer_flag=1001030103_,【新冠叠加禽流感，农业巨头如何做到防疫复工两不误？】近日，嘉吉中国区总裁刘军在接受《头脑风暴》独家专访时表示：面对新冠肺炎疫情 ，企业应对比较及时，在1月20日就成立了综合的危机对应小组，召集了人力生产等各个方面所有的管理干部一起协调。同时，在最早时间内准备好了抗疫情的物资。在疫情刚开始的时候，企业就意识到口罩是一个重要的环节，因此在印尼通过国际网络，及早锁定了口罩，为企业近期的复工，为保证员工的安全都做了很好的准备。L究竟视频的秒拍视频 , 4, 4, 1,6,今天14:58,iPhone客户端
国网湖南电力,https://weibo.com/5281126826?refer_flag=1001030103_,#保障复工复产用电# 为全面落实市公司疫情防控和助力企业复工复产相关精神，国网大通湖供电公司组织对多家企业开展复工走访，宣传国网湖南电力助力企业复工复产“十个保障”以及在疫情防控期间降低企业用电成本等相关政策，听取相关意见建议，全力保障企业用电需求，助力企业复工复产。（彭治国）@国网益阳供电公司 ,,,,1,今天14:58,微博 weibo.com
湖南热点集,https://weibo.com/6203779723?refer_flag=1001030103_,【不负好春光，岳麓复工忙】大科城，岳麓高新区，洋湖等地一大批企业和项目纷纷复工。#湖南防控新型肺炎##长沙身边事#,,, 1,1,今天14:58,微博 weibo.com
只有肥肉没有口袋的兰胖纸,https://weibo.com/2289117823?refer_flag=1001030103_,我在想🤔万一到时候复工了、我家老母想我了咋办！！！就拿起了老母的手机想留点照片让她想我的时候看看结果…我被她一脸嫌弃了老母：你怎么还像个孩子？傻不拉叽的 而且也太丑了吧…这种照片别放我手机里！赶紧的删掉…（我木有删、以为老妈只是和我开玩笑…就选了几张发到了自己手机上…结果、老妈一拿到她手机、立刻打开相册全删光了…一张都不留）我真是一个被自家娘都嫌弃的孩子…#沙雕日常##搞笑一家人# 2上海·大华·锦绣华城16区 ,,,,,今天14:57,iPhone
娱乐综艺大推荐,https://weibo.com/6573835656?refer_flag=1001030103_,#天天云时间#同甘苦！付辛博全家陪颖儿在横店等待复工嘉宾：汪涵、钱枫、大张伟、王一博、高天鹤、沈梦辰 L娱乐综艺大推荐的微博视频,,,,3,今天14:57,微博网页
全景网,https://weibo.com/1752549400?refer_flag=1001030103_,【央行：保持流动性合理充裕 应对经济短期下行压力】中国人民银行副行长刘国强27日在新闻发布会上表示，保持流动性合理充裕。综合运用中期借贷便利、公开市场操作、常备借贷便利等工具，满足金融机构支持企业复工复产的流动性需求，降低社会融资成本，促进金融市场平稳运行。引导货币信贷、社会融资增长同经济发展相适应，稳住宏观杠杆率，保持物价水平基本稳定，妥善应对疫情冲击和经济短期下行压力，平衡好稳增长和防风险的关系。#资本市场同心抗疫# (全景财经) , 2, 2, 1,4,今天14:57,Android
江苏省交通运输厅微博,https://weibo.com/3750102607?refer_flag=1001030103_,【泗阳船闸挖潜增效助力企业复产复工 】面对疫情形势变化和经济社会发展需要，泗阳船闸管理所党支部紧紧围绕上级关于疫情防控和有序复产复工的决策部署，一手抓疫情防控、一手抓运输保畅，打出组合拳，助力企业复产复工。连日来，该所在快速过闸上发力，设立“运输湖北物资船舶绿色通道”，零间隔登记、单独闸次放行、专人旁站监管，使装满各类物资的船舶高效便捷过闸；在挖潜增效上发力，主动关注船舶航行、停泊位置，调度人员提前谋划、合理安排上下水闸次，缩短船舶待闸时间，2月以来船舶平均待闸时间缩短30分钟以上。该所推出“一对一代管服务”，对因疫情导致的船员无法返回船上值守的船舶，安排值班党员对船舶进行“一对一代管”，帮助船舶加固缆绳，防止漂移影响主航道。在疫情防控和上游航道低水位的困难时期，该所开展“暖心志愿服务”，党员突击队队员多次登上船头为待闸船员进行心理疏导，发放疫情防控指南，为他们免费提供生活用水、口罩、84消毒液等物资，为船舶进行消毒，使船员安心待闸。 同时，实行“不见面无接触服务”，通过微信审核、延长船舶适航证书有效期和受理船舶吃水申报；引导使用“船讯通”APP办理登记、售票等业务；为船员免费提供缴费发票寄递服务；2月1日至25日，累计受理微信吃水申报610艘次，审核适航证书24艘，船讯通缴费占比达98.37%。与此同时，该所在党建作用上发力，推行“党员干部下沉一线岗位驻班督导制”，实施“党员楼长防疫负责制”“职工上班登记测温制”等一系列务实有效的创新举措，全所26名在职党员分组分片成立航道管控、养护保障、应急处置党员突击队下沉一线，在远调站设立共产党员先锋示范岗，测量船员体温、登记湖北来船经停信息，带头筑牢抗疫防线。联合卫健委、地方海事处、公安水警建立“信息联动机制”，主动通报本单位、本地区疫情防控情况，联合管控湖北方向来船；开辟绿色通道，优化流程、合理提速，对检查合格的船舶过闸实行“不等闸、全绿灯”。据统计，2月1日至25日，泗阳船闸安全开放1294闸次，通过量727.8万吨，货物量601.1万吨；电煤31.9万吨，同比增长48.4%；集装箱2884标箱，同比增长19%。（泗阳船闸）#江苏交通战疫三个在一线# #江苏交通防疫进行时# ,,,,,今天14:57,微博 weibo.com
深圳交警,https://weibo.com/1792702427?refer_flag=1001030103_,#深圳交警一线#2月27日上午，@深圳宝安交警 组织警力前往辖区运输公司对企业车辆及台账逐项全面细致开展检查，确保复工复产的安全生产，重点检查了车辆状况、盲区、GPS、放大号牌、反光标、车牌、车辆维护保养和性能状况、驾驶员安全宣传教育情况、车辆安全检查情况、日常管理工作台账等相关工作。利用自行携带的设备对车辆安全、GPS等进行抽查。强疫情防控期间工程运输行业复工复产交通安全管理工作。 ,,, 1,3,今天14:56,360安全浏览器
究竟视频,https://weibo.com/6040549176?refer_flag=1001030103_,【“亚洲笔王”复工记：上游不开工，还可以这样操作？】近日，有“亚洲笔王”之称的贝发集团董事长邱智铭接受《中国经营者》的专访，详细分享了了作为浙江的民营制造企业，贝发在近期的复工复产中所遇到的问题，以及他们的解决办法。L究竟视频的秒拍视频, 5, 5,,6,今天14:56,微博 weibo.com
绍兴检察,https://weibo.com/2129116090?refer_flag=1001030103_,被寄予厚望的顺丰快递终于送到浙江新昌了，喜出望外的老板张某赶紧去提货，那是很多公司复工复产等着急用的10万只口罩。但是，当他拆开快递后，发现里面全是树枝，没有口罩。O企业等着复工，买到的口罩竟是树枝, 3, 3, 2,2,今天14:56,360安全浏览器
西安网,https://weibo.com/2618630987?refer_flag=1001030103_,#战疫情 西安在行动# 【企业复工的联络员】@魅力碑林 @共青团西安市碑林区委 @西安碑林公安疫情仍未结束，战斗还在继续。在碑林区长安路街道，有这样一群人，他们用责任扛起重担，用奔跑力促复工，用坚持守护平安，用奉献筑牢防线。他们并肩奋战，他们彻夜无眠。他们是父母，他们是孩子。他们是平凡的，他们是普通的。他们都是碑林区长安路街道的抗疫先锋！ 2西安 ,,,,1,今天14:56,HUAWEI nova 3
胶州交警,https://weibo.com/2649482583?refer_flag=1001030103_,发布了头条文章：#一线微观# 《胶州交警加强交通秩序管控 确保复工复产期间道路交通畅通有序》 @公安部交通管理局 @山东交警 @青岛交警 O胶州交警加强交通秩序管控 确保复工复产期间道路交通畅通有序,,,,2,今天14:56,微博 weibo.com
小莉帮忙,https://weibo.com/1769216315?refer_flag=1001030103_,#联防联控 河南在行动#【建企要复工 应该怎样做】2月21日，郑州市城乡建设局发布了关于郑州市建筑企业疫情防控期间尽快有序恢复正常运营的通知，要求确保工程项目2月25日前全面开(复)工。根据文件要求，企业只需要向住建局及钉钉系统递交承诺书，即可复工。 L小莉帮忙的微博视频, 1, 1, 2,2,今天14:56,微博云剪
静之心夜,https://weibo.com/6519332846?refer_flag=1001030103_,#横店剧组复工前需参加考试#听说进入横店剧组要考试好奇考试的内容是什么？但 我相信 谢允哥肯定能成功的因为实力就在这里我说的对吗？王一博@UNIQ-王一博L电视剧有翡的微博视频,,, 6,1,今天14:56,为博그少女Android
深圳微博发布厅,https://weibo.com/2892786960?refer_flag=1001030103_,#直播#【同舟共济助战疫，企业复工复产法律税务服务活动】活动围绕民营中小微企业在疫情防控和复工复产中面临的“法”、“税”、“惠”等问题，由我市新阶层人士中优秀的律师、税务师、会计师组成专家团队实时在线答疑解惑，助力企业有序复工复产，增强企业共克时艰的信心和决心，为促进经济社会发展提供支持。时间：2月27日（周四）14:30—17:00解答涉法律相关问题2月28日(周五）14:30—17:00解答涉税费相关问题。 O网页链接 ,,,,,今天14:56,360安全浏览器
苏州市交通运输局,https://weibo.com/2744906052?refer_flag=1001030103_,#公共交通# 【关于临时新辟防疫复工通勤专线1号线的公告】近期，园区企业都开始逐步复工，根据复工企业的反馈信息，为尽快落实复工企业防疫通勤的需要，满足轨道一号线钟南街站与长阳街、阳浦路附近强生公司等企业的出行需求，即日起，临时新辟防疫复工通勤专线1号线，防疫结束时取消，该专线需预约乘车。运营情况如下：运营时间：8：15、8：30、17：15、17：30发车间隔：时刻化运营线路走向：苏州大道东、钟南街、现代大道、凤里街、龙潭路、长阳街、阳浦路。途径站点：钟南街首末站、龙潭路凤里街东、阳浦路长阳街东、阳浦路胜港街东。请广大乘客予以注意。 ,,,,1,今天14:56,专业版微博
南昌安义发布,https://weibo.com/2726106195?refer_flag=1001030103_,【我县为249家规上企业购置“复工复产险”】#联防联控江西在行动# 为实现疫情防控与经济发展两不误，2月26号晚上，县人民政府与中国人民财产保险股份有限公司安义县支公司签订复工复产保险协议，为辖区249家规上企业购置了总保额为500万元的疫情防控保险，切实解决全县规上企业复工复产后顾之忧。安义县融媒体中心 ,,,,,今天14:56,政务直通车
佛山新浪房产,https://weibo.com/1907362877?refer_flag=1001030103_,【佛山在建轨道交通5项目均复工 36个标段复工率达100%】昨日上午，占地430亩的佛山地铁2号线林岳车辆段，27个吊塔全部启动，施工现场热火朝天，超过500名工人分布在四大工区忙碌作业。按照计划，到今年年底，地铁2号线一期将完成“三通”（洞通、轨通、电通），正线可进行车辆的联调联试。预计到2021年年底，2号线一期可实现载客运营。O网页链接 ,,,,,今天14:56,微博 weibo.com
抚州资溪发布,https://weibo.com/2945394960?refer_flag=1001030103_,#爱心守望情暖赣鄱# #抗击疫情江西在行动# 关于资溪公交和光明出租全面复工的通告根据《江西省新型冠状病毒肺炎的肺炎疫情防控应急指挥部16号令》和抚州市交通运输局关于全面恢复我市城市公交等客运服务的通知，为满足企业复工复产和群众出行需求，资溪县公共交通有限公司及旗下子公司资溪县光明出租有限公司从2月25日零时起恢复正常营运。现将有关事项通告如下：一、乘车要求（一）公交1、上车前出示电子通行证，扫车厢内张贴的二维码进行信息登记；2、乘客未佩戴口罩，驾驶员可以拒绝提供乘车服务；3、严禁乘客携带其他违禁品上车。（二）出租1、乘客先出示电子通行证，扫出租车张贴的APP二维码乘客登记信息备案；2、乘客在乘车时需佩戴口罩，并按要求进行扫码登记，如未做到，出租车从业人员可以拒载；3、乘客人员不得超过两人，并后排乘坐（前排不准乘坐）；4、严禁携带活禽及其他违禁物品上车。二、相关要求（一）公交1、确保运营车辆各项性能良好，做好复工后的疫情防控举措，运营车辆逐车、逐班消毒，并建立记录台账；2、全体员工岗前测量体温，戴口罩上岗；3、引导乘客扫码二维码实名制乘车做好乘客信息登记工作；4、发车前驾驶员认真落实车厢每天消毒和通风工作。（二）出租1、驾驶员每天到指定地点给车辆进行至少两次消毒，认真落实车厢每天消毒和通风工作；2、驾驶员每天出车前要进行体温检测、严格佩戴口罩上岗；3、做到文明服务、礼貌待客、规范运营。（三）出城出城的运营车辆在我司进行报备登记，执行好疫情防控的信息报送。特此通告资溪县公共交通有限公司2020年2月25日 ,,,,,今天14:56,专业版微博
宁波人力社保,https://weibo.com/2588129560?refer_flag=1001030103_,【宁海“双线并进”推动脱贫攻坚与复工复产“双落地”】宁海县人社部门在做好疫情防控与企业复工的同时，坚持精准脱贫攻坚战与疫情防控总体战“双战共赢”，结合疫情变化，及时组织开展劳务对接、人员返工等工作，为脱贫攻坚冲刺蓄足马力。O宁海 | 宁海“双线并进”推动脱贫攻坚与复工复产“双落地”,,,,,今天14:56,360安全浏览器
民丰网信,https://weibo.com/6266787289?refer_flag=1001030103_,#战胜疫情，新疆在行动# 外贸企业安全复工赶订单在做好疫情防控工作的同时，新疆各地外贸企业车间机器轰鸣，从光学元件到农副产品加工，一批批“新疆制造”正在加紧生产。贴心服务2月25日，在喀什综合保税区，喀什安德光电科技有限公司的17名员工乘坐包车抵达厂房，开始复工。安德光电2019年投产，主要生产光学元件、光学仪器，且产品全部用于出口。企业复工复产了，该公司总经理王卫斌就安心了不少。“我们原定2月20日出口一批塑料镜头，受疫情影响，没能按时发货。现在员工返岗生产后，准备抓紧完成110万个货值550万美元的塑料镜头订单。”王卫斌说。安德光电顺利复工，得益于喀什经济开发区的上门服务。不久前，喀什经济开发区成立了企业复工专班工作组，工作人员入驻企业，对企业复工复产出现的问题进行现场解决。喀什综合保税区投资开发有限公司工程处处长马维勇是工作组中的一员。这次保税区内有两家企业复工复产，马维勇和同事忙着组织企业员工包车返岗、车间清扫消毒、解决员工住宿、防疫物资发放等工作。“今天企业反映车辆出入综保区需要办理相关证件，我们立即跟有关单位协调，按规定尽快解决问题。”25日，马维勇在电话里说。有工作组的现场服务，王卫斌的工作也从容了很多。王卫斌表示，企业去年6月正式投产，当年就完成了2亿多元的销售额，今年企业不缺出口订单，只要抓紧生产，就有信心渡过难关。坚定信心2月26日下午，新疆隆平红安生物科技有限责任公司行政部经理王玉准备去上夜班。24日，企业复工以来，35名员工实行白班夜班两班倒。“我们企业对员工进行统一管理，员工每人一间宿舍，单人单餐单桌，每天测量体温，在做好疫情防控工作的同时，开足马力生产。”王玉说。该公司是一家生产加工辣椒红色素、辣椒精、甜椒粉和辣椒粉的出口型加工企业，95%的产品远销欧美及东南亚地区。公司位于石河子国家农业科技园区，占地面积约250亩，项目一期全部达产后，年产值可达3.5亿元。“我们现在加工的订单是100多吨的甜椒粉，这批货物将全部发往美国。目前复工的生产线每天日产10吨左右甜椒粉。我们实行员工倒班、生产线不停的方法，争取早日完成订单。”王玉说。“受疫情影响，老客户订单少了一些。目前，我们在不断洽谈新客户，效果已经显现，有新客户表达出了合作意向。”王玉说。从2月4日至今，该公司已出口200多吨辣椒粉、20多吨辣椒红色素。生产不停“今年我们一直没有停产，疫情发生以来，在伊宁海关的指导帮助下，出口了共计100多吨的高活性干酵母。”安琪酵母（伊犁）有限公司副总经理李勇说。2月21日，该公司刚刚出口了22.2吨酵母至韩国。安琪酵母（伊犁）有限公司是从事酵母及酵母抽提物产品研究、生产的高新技术企业，产品出口至哈萨克斯坦、吉尔吉斯、俄罗斯、波兰、巴基斯坦等20多个国家。2019年该公司实现销售收入4.98亿元，其中两成为出口贡献。为了保障企业安全生产，安琪酵母（伊犁）有限公司对目前在岗的200多名员工进行了统一管理，重新调配了员工宿舍，实行错峰用餐，并对员工每天测温3次。“因为没有停产，国外订单一直稳定。但没想到，国内订单也大幅增长，同比增长了50%多。拉货的卡车现在直接在工厂门口等货，库存产品也已经基本发完，这出乎我们的预料。”李勇说。目前，安琪酵母（伊犁）有限公司高活性干酵母日发货量为日产量的近3倍。“根据目前的订单情况，我们有信心完成今年生产销售预期。”李勇说。近日，乌鲁木齐海关出台了《乌鲁木齐海关关于应对疫情影响促进外贸增长的15项工作举措》，在全力做好疫情防控工作的同时，发布了优化加工贸易业务办理、简化业务办理方式、延长企业税款缴纳期限等具体举措，积极支持外贸企业复工复产，努力把疫情影响降到最低。O外贸企业安全复工赶订单 ,,,,,今天14:55,360安全浏览器
北京卫视,https://weibo.com/1779837945?refer_flag=1001030103_,#全民抗疫特别节目# 复工后，盥洗室、淋浴室、卫生间应该及时通风，手消毒剂也别忘了准备上，厕所限流措施也安排上。特殊时期，多一份保障，多一份安心。#北京卫视疫情防控特别行动# L北京卫视的秒拍视频,,,,1,今天14:55,微博 weibo.com
宜宾发布,https://weibo.com/3563775165?refer_flag=1001030103_,"#统筹抓好疫情防控与复工复产# 【推进复耕复种 翠屏区向农户免费发放20吨种子】连日来，天气晴好。翠屏区农业农村局积极组织相关技术人员，把20吨酿酒专用粮种，免费送到了全区酿酒专用粮基地的种植户手中，帮助他们加快农业的复耕复种。“高粱种拿回去后，大家不要着急播种，种子要提前进行浸泡一下,同时要把田里面的一些石块、杂草都清理干净，不能让它们阻碍了高粱的生长……”在翠屏区永兴镇，农技人员在发放种子期间，正对农户进行技术指导。“疫情期间，农户不方便出门，酿酒高粱种拿回去后，我们将立即组织人员，把种子及时送到农户手上。”该区永兴镇王庙村党支部书记周涛告诉记者，全村共种植1000余亩高粱，目前全村300余户高粱种植户正抓紧利用晴好天气，进行松土、除草、整地，为种植高粱做好充分准备。为了确保疫情期间农业生产不受影响，翠屏区通过争取农业产业发展项目资金，采购了20吨酿酒专用粮种，免费配发给全区酿酒专用粮核心基地的种植户，并同步展开对种植户的病虫害绿色防控药品及栽培管理技术的培训和帮助。近年来，翠屏区在落实乡村振兴战略过程中，依托该市具备的名优白酒产业发展机遇，在全区范围内建设酿酒专用粮基地20万亩，其中高粱8万亩，水稻12万亩，全域实施订单生产，通过提前确定专用粮销路，让农户安心种粮，放心卖粮。@宜宾新闻网 @宜宾日报 @翠屏发布 ", 1, 1, 1,1,今天14:55,360安全浏览器
