author,authorLink,content,forward,forward,comments,fabulous,time,source
笨鸟大大,https://weibo.com/5107015507?refer_flag=1001030103_,备好物资！口罩，消毒物资！粮油菜蔬等！做好消毒防疫，开工开学前不能马虎，复工复学后也不能大意！心理服务要跟进！有些人憋不住了！线上服务要跟进，特别是一些网络不发达或者网络建设不到位的地方要全面谋划网络线路规划等！农村不能忽视，爱国卫生运动 城乡环境卫生整治一个都不能落下！O全国疫情发展拐点尚未到来，你对此时的疫情防控有什么建议? , 5, 5, 6,14,02月22日 17:48 转赞人数超过10,
蚌埠教育,https://weibo.com/3174535722?refer_flag=1001030103_,【生活即课堂 防疫即课程 ——蚌埠市曹顾张中学积极推进在线教学】@安徽省教育厅一、疫情防控日常篇—“防疫四人组”目前从全国、全省的疫情大数字来看，有所回落，复学仍在等待中，疫情防护仍需引起重视。在过去的每个日子里，无论何种天气，校园都能够在姚治进、丁学海、张守红以及值班门卫师傅的配合下得到及时消毒、记录，“防疫四人组”在平凡的岗位上做着不平凡的事。特殊时期，从他们身上我们加深了对“守土有责、守土负责、守土尽责”这句话的认识。二、在线辅导进行时经过两周的在线辅导教学，每位教师都摸索出一条适合自己、适合本班学情的辅导法。对于学生提交的作业，每位教师都尽心尽力批阅。农村很多家庭条件自然不比城里，但不少学生们却创造条件迎难而上，自觉投入学习。趁着天气好运动运动，帮家里干点力所能及的活，家人陪伴学习也是一种幸福，虽然很多学生连一个正式的书桌都没有，可并没减退他们对知识的渴求。除了辅导学生，作为教师也要自己学一学，青年大学习是一个不错的学习平台，第一期就是关于疫情知识的。三、在线教学大家谈为了更好地了解疫情防控期间的教学实效，学校特意在美篇平台开辟小栏目，请学校部分学科的十多位名师谈谈各自的在线教学感受与建议以及好的做法，他们中有的是教研组组长，有的是普通青年教师，有经验丰富的骨干教师也有入职不久的新手教师，皆原创，以供校内外老师们在线交流“在线教学”的心得与体会，并从每个学科角度提出新想法新思路，相信一定会碰撞出思想的火花。语文作为学科大组，请到了周国瑞、柏秀梅和武玉玺老师，他们都是有情怀有想法的骨干教师。最美乡村教师，初中资深语文教师柏秀梅，多年来不忘初心，坚守乡村教育，班主任工作二十多年。才华横溢的“武才人”，他还是我校心理咨询师，博阅书社社长。数学组在刘帆组长（为人低调，有自己教育理想与想法）的带领下近期在线教学开展得扎扎实实，数学也是初中阶段一门重要学科，听听刘组长的总结：1. 数学组七八九年级老师按教育局规划部署正在进行复习教学工作。老师均能积极主动参与到并不熟练的网络上课中。2 .数学组教师授课均采用qq群授课模式以手机和电脑为主要教学工具。学生主要是以手机听课为主。教学工具和学习工具局限，导致教师学生主要还是以复习课为主。3.班级部分学生上课听课学习比较被动，教师作业布置下去，始终有相当一部分的学生不交作业或者不按时交作业，即使交作业的学生中，相当一部分利用网络直接抄写答案。4.数学教学是班主任的，学生出勤率稍微好一点，数学老师不是班主任的，出勤及教学效果只能靠老师自己把控了。和蔼可亲的朱瑜老师，有落实，有想法。她的在线教学中为了激发学生的兴趣，采用英语趣配音，参与的学生越来越多，提高的口语语音语调和发音的准确性。张杨老师，对学生宽严有度，受到学生喜爱。李清，作为英语教研组组长，她说疫情期间，老师们应该抓住这个teachable moment （可教时机）传授给学生一些真实的知识，比如通过英文了解冠状病毒，看一看，想一想，写一写。疫情的发展过程也受到了全社会的关注，基础好的学生完全可以用英语文试着写一封倡议书，一篇演讲，让人们保护野生动物，爱护卫生从自己做起！爱旅行的周老师，周老师说“读万卷书，行万里路，地理学科需亲身实践。”湖北是我国的旅游大省，老师想向同学们发出一个倡议：待到疫情过后，你我同游荆楚。你能搜集资料，开学后向同学们介绍一个湖北省的著名旅游景点吗？这何尝不是学习呢？青年地理教师蔡老师也是有很多感悟想与大家分享。我校化学物骨干教师孙宜红，疫情之下化学学习是否也可以“蹭”一下热度呢？政史地教研组组长王鹏从历史学科角度看待疫情，假期让学生利用搜集一些有关疫情的历史资料，开学分享，相信会收获颇丰。道德与法治也是与学生生活密切相关的学科，朱老师也说了很多有意义的话。陈老师的生物学科应该有更多要与大家分享吧！王老师严谨又不失幽默。等疫情过后，大家可以去田野里散散步，重新感受一下生活的美好，相信学生也会更加珍惜在校与老师面对面交流学习的日子。停课不停学，学什么？可学的东西太多太多，生活即课堂，疫情即课程，还有许许多多课程资源值得我们去深挖，提炼…春天刚开始，有的是时间，有的是希望，2020对于你我来说注定是不平凡的一年！虽然被“禁足”在家，但内心却可以为祖国母亲点上一盏祈福灯，愿春暖花开，山河无恙！ ,,,,1,02月22日 17:38,微博 weibo.com
E天使的小鱼,https://weibo.com/1071790830?refer_flag=1001030103_,02月22日 17:33  来自 iPhone 7 Plus,,, 1,,02月22日 17:33,iPhone 7 Plus
济宁医学院团委,https://weibo.com/3182829154?refer_flag=1001030103_,#济医青年微分享#郭隆姿，女，中共党员，济宁医学院公共卫生学院2015级预防医学专业学生。看到济医人在基层一线抗击着疫情，作为预防专业的她，按捺不住，想尽自己的绵薄之力。全国十四亿人口都在以自己的方式努力着，她所以作为一名党员、学生干部，在复工复学之前尽己之力去做一些力所能及的事情，同时保护好自己和身边的人。 , 3, 3,,6,02月22日 17:26,荣耀V20 4800万3D相机
大馬哈梨,https://weibo.com/1939006251?refer_flag=1001030103_,02月22日 17:17  来自 微博 weibo.com,,, 2,4,02月22日 17:17,微博 weibo.com
中国即墨网,https://weibo.com/3708608011?refer_flag=1001030103_,【即墨通济街道：“健康通行卡”保障复工复学道路畅通】“有了这张健康通行卡方便多了，前几天看到可以办理复工复学健康通行卡后我第一时间就提交了申请，审核通过后就可以畅通无阻了。”通济街道郭庄社区居民黄明明高兴地说，拿到通行卡他准备到城阳上班。 目前，通济街道已印制3000张复工复学健康通行卡分发给12个社区党委，申请人可自行前往所在村居填写《山东省复学复工人员健康申报表》申报个人健康相关信息，经所在社区审核通过后即可领到卡片。O网页链接 ,,, 1,1,02月22日 17:09,专业版微博
中国交通频道·四川,https://weibo.com/6751329932?refer_flag=1001030103_,【响应有序复工复学，春秋航空新开、恢复大批航线】针对全国企事业单位、学校即将有序复工复学的情况，春秋航空为保障旅客必要出行的顺利便捷，经紧急协调，2月21日晚，新开、恢复27条国内外航线。此批航线包含上海、广州、深圳、成都、兰州、揭阳（潮汕）、西安、宁波、南京等务工、求学需求较大的城市。也包括多地飞泰国曼谷、清迈等地的航线。这批航线，上海飞成都票价100元起，深圳飞成都票价119元起，这也是春秋航空首次开通成都深圳航线。成都地区出港航线机票价格，成都兰州260元起，成都扬州560元起，成都深圳660元起，成都揭阳（潮汕）700元起，成都宁波800元起，成都曼谷250元起。 ,,,,1,02月22日 16:41,iPhone 7 Plus
深圳卫视,https://weibo.com/1645773865?refer_flag=1001030103_,O他们都是普通人，但他们是我们的“守护神”！ 复工、复学，工作生活开始逐渐恢复。只不过疫情之下，复工的人在担心上班时的防疫安全，复学的学生家长在操心孩子的网课，人人都有着各种小烦恼、小担忧。但只有克服困难一往无前，才能为自己拼出一片美好的未来，这个社会才能尽早恢复正常运转。更何况，我们不是孤身在奋斗，在我们的身后，一直有他们在默默地守护着我们……敬请关注本周日（2月23日）上午11：10深圳卫视《温暖在身边》特别节目——《众志成城 抗击疫情》。 , 1, 1, 1,9,02月22日 16:32,
走近达川,https://weibo.com/3055970033?refer_flag=1001030103_,【四川中小学校开学这样安排】从四川省教育厅获悉，近日该厅召开党组(扩大)会议，专题研究当前疫情防控及春季复学复课工作。强调各级教育行政部门要对属地中小学校进行全面核验合格后，在保证绝对安全的前提下，分区分级组织实施，实行差异化分区分散、错时错峰开学。在线上教学方面，会议指出，根据全省统一部署安排，基础教育除初三、高三年级可适度组织线上教学外，其余学段围绕家国情怀、生命健康、社会责任、疫情知识、综合素质、心理抚慰等开展线上教育，以“德体美劳”教育为主、以智育为辅;高等教育要坚持实事求是，由高校结合实际组织线上教育教学。在开学返校方面，会议强调，应根据全省分区分类防控工作要求，结合生源结构和区域分布，按照“无现症病例且无输入风险区、散发病例且疫情防控解除区、散发病例疫情防控级别降低区、散发病例保持疫情防控级别不变区、疫情局部流行区”划分，坚持分区分类、科学精准制定疫情防控与开学返校方案，坚持分级分散、实事求是制定正常开学与防止输入方案，坚持分校分班、周密合理制定在校学习与居家教育方案，做到一地一策、一校一策、一班一策。会议要求，要将师生返校方案具体化、细节化、目标化、责任化，尽快制定学校领导班子、中层干部、骨干教师和后勤保障人员返校返岗意见，统筹研究学生返校途中、进校检查、在校学习、生活食宿等各方面各环节的防护措施，最大程度避免人流过于聚集给疫情防控工作带来的压力。此外，各级教育行政部门要根据全省分区分类防控要求和全省重大突发公共卫生事件响应调整情况，及时报当地疫情防控工作领导小组综合研判，并会同卫健、市场监管等部门，对属地中小学校进行全面核验合格后，在保证绝对安全的前提下，分区分级组织实施，实行差异化分区分散、错时错峰开学，确保全省各级各类学校春季返校开学工作安全、稳定、有序进行。 ,,, 1,,02月22日 16:10,微博 weibo.com
印象烟台,https://weibo.com/2266260155?refer_flag=1001030103_,返回烟台记录：乘坐高铁在烟台站下车，（到烟台境内）车上广播提醒在线填写【来烟人员信息申报表】。下车后，排队测体温，省内省外分流出站，省内的核实身份证直接放行，省外的应该是查信息申报表。出站后，站外的出租车和网约车多，公交车少，我坐的网约车。全程未查复工复学健康通行卡。 L印象烟台的微博视频 , 2, 2, 90,61,02月22日 16:01 转赞人数超过50,iPhone X
虎跃龙腾wt,https://weibo.com/2970378584?refer_flag=1001030103_,《复工！复产！复学！刚刚马鞍山下发重磅通告，城市全面复苏》2月19日，安徽省教育厅发布通知，要求全省各高校确保3月5日前线上开学。O网页链接 虎评: 马鞍山并未被国家宣布为“疫区”，搞小区封闭，限制老百姓出行并无法律依据，是典型的校枉过尤，没有担当，所以马鞍山2019年的GDP由上一年的全省第三下滑为第六，马鞍山落伍了。 , 1, 1,,2,02月22日 14:27,百度App
Sunny晴阿-,https://weibo.com/5583352614?refer_flag=1001030103_,我觉得这就是心声了。虽然我们学校领导很好，我说了封村封路列车停运三月初才通车，领导就说那就等能回来了再回来，但是看到了话题下的很多老师都只能得到一句，己想办法。觉得挺心塞的。 企业分批复工，可以预见的学校肯定分批复学，就不能给老师一个确切的时间吗，而不是一窝端说25号之前,,, 11,5,02月22日 14:20,iPhone客户端
大英发布,https://weibo.com/2255330512?refer_flag=1001030103_,"#防控进行时,遂宁在行动# #疫情防控 大英在行动# 四川春季复学复课的进展 你关心的都在这里川报观察川报观察记者 李丹记者2月21日从四川省教育厅获悉，近期，四川省教育厅连续召开党组(扩大)会议，专题研究当前疫情防控及春季复学复课工作。当前全省工作重心正逐步从疫情防控为主转到疫情防控与恢复经济社会秩序并重上来。全省教育系统要扎实抓好校园疫情防控、线上教育教学和开学前的各项准备工作，压实责任、守好阵地，管住校园、管好师生，坚决做好防输入、防聚集工作。要最大限度地通过广电网络开展电视讲座、电视教学，辅之线上指导、网上答疑的方式，合理安排学校开学前的教育教学工作。按照教育部相关文件精神，根据全省统一部署安排，基础教育除初三、高三年级可适度组织线上教学外，其余学段围绕家国情怀、生命健康、社会责任、疫情知识、综合素质、心理抚慰等开展线上教育，以“德体美劳”教育为主、以智育为辅;高等教育要坚持实事求是，由高校结合实际组织线上教育教学。会议指出，开学返校是一项复杂的系统工程，要根据全省分区分类防控工作要求，结合生源结构和区域分布，按照“无现症病例且无输入风险区、散发病例且疫情防控解除区、散发病例疫情防控级别降低区、散发病例保持疫情防控级别不变区、疫情局部流行区”划分，坚持分区分类、科学精准制定疫情防控与开学返校方案，坚持分级分散、实事求是制定正常开学与防止输入方案，坚持分校分班、周密合理制定在校学习与居家教育方案，做到一地一策、一校一策、一班一策。要将师生返校方案具体化、细节化、目标化、责任化，尽快制定学校领导班子、中层干部、骨干教师和后勤保障人员返校返岗意见，统筹研究学生返校途中、进校检查、在校学习、生活食宿等各方面各环节的防护措施，最大程度避免人流过于聚集给疫情防控工作带来的压力。各级教育行政部门要根据全省分区分类防控要求和全省重大突发公共卫生事件响应调整情况，及时报当地疫情防控工作领导小组综合研判，并会同卫健、市场监管等部门，对属地中小学校进行全面核验合格后，在保证绝对安全的前提下，分区分级组织实施，实行差异化分区分散、错时错峰开学，确保全省各级各类学校春季返校开学工作安全、稳定、有序进行。 ",,,,1,02月22日 13:34,360安全浏览器
住在丞丞隔壁的小冯同学,https://weibo.com/3633288212?refer_flag=1001030103_,02月22日 13:23  来自 판청청！Android, 2, 2,,1,02月22日 13:23,판청청！Android
濮阳市交通广播,https://weibo.com/5098071772?refer_flag=1001030103_,【濮阳市交通运输局关于疫情防控期间道路交通恢复运行方案】为有序恢复道路客货运输，提供复工复业复产复学交通支撑，特制定疫情防控期间道路交通恢复运行方案。一、道路货运1.按照国务院和省政府部署要求，自2020年2月21日零时起，全部取消高速公路、国省干线公路、县道、乡道防控检查点，全部撤除农村公路上所有硬隔离设施，确保我市道路全域畅通。2.继续施行应急运输A、B通行证政策，确保运输车辆在省内交通管控一、二类地区和跨省区均可通行，配套实行应急运输C证政策，弥补A、B通行证数量不足的问题，有效保障全市应急物资、生产生活物资的运输需要。3.企业实施封闭式管理，车辆进厂后必须消毒消杀，实行人车分离，司乘人员固定活动区域，分餐和错时就餐，分房间住宿，杜绝疫情传播。二、道路客运1.定制包车。根据部门、单位、企业提供的运力需求，交通运输部门按照“一地一案、一车一案”的原则，制定省、市、县际和市域内包车计划，明确承运企业，承运企业要制定专线、专车运输方案，包括司机姓名、运行路线、途中管控、留验站分布、应急处置等。2.定制客运。开通市城区、各县城区至安阳市、鹤壁市、开封市、菏泽市高铁站和郑州机场直通车。首班发车时间为早8：00，第二班发车时间为14:00。其中：发往鹤壁市、安阳市高铁站和郑州机场直通车，市区2台4班次，县城区各1台2班次；发往开封、菏泽高铁站直通车，市区、县城区各1台2班次。3.市域县际班线。开通市城区至各县城区客运班线，每天上午发车时间8：00，下午发车时间14:00，采取对发形式，共2台车4个班次，所有开通的市域县际客车均进入市长途站停靠。4.市县城区公交。市城区恢复运行9条公交线路，分别为：3路、7路、12路、15路、19路、21路、27路、30路、35路，每线路车辆由少至多、循序增量。首末班时间：7:00-18:00，平均发车间隔30分钟。为减少病毒传播，乘车均采用扫描二维码、移动支付、刷卡等方式交费。县城区公交参照执行。5.出租车（网约车）。市（县）城区巡游出租车依据交通运输部《巡游出租汽车经营服务管理规定》，网约车依据《濮阳市网络预约出租汽车经营服务管理实施细则》全面恢复营运。6.县域城乡客运。由各县疫情防控指挥部制定本县域内城乡客运方案，报市交通运输局备案。三、严格管理（一）加强监管。市县（区）运管部门要严密组织、科学调度，增强监管工作的及时性、针对性和有效性。（二）严格执法。市县交通执法部门对非法营运、趁机涨价、拒载甩客、途中上下车等现象，给予从重处罚和严厉打击，维护运输秩序。（三）落实防疫措施。100%的企业专班管理、点对点发车、场站消杀、实施测体；100%的车辆消毒通风、具有“乘车须知”提示牌、域际车辆客座率50%、公交车辆按位就座；100%的人员佩戴口罩、测量体温、身体健康，严防聚集性感染事件。2020年2月21日 ,,, 14,3,02月22日 13:21,iPhone客户端
邯郸校园情报局,https://weibo.com/5627450948?refer_flag=1001030103_,#河北开学时间#邯郸市教育局应对复学复课卫生防疫工作预案#河北学校开学不早于3月1日#邯郸市教育局根据疫情发展趋势及学校防控物资、情况，进行形势研判，按程序报批后，确定复学复课的具体条件和时间，及时印发开学通知并向社会公布。学生提前备好充足的口罩、体温计等必备物品并科学准确使用！#邯郸身边事# , 2, 2, 29,91,02月22日 13:11,iPhone 7 Plus
萧山发布,https://weibo.com/5207782519?refer_flag=1001030103_,【提前准备！科学研判！精准施策！萧山确保防疫教学两不误】昨天下午，区委副书记、代区长章登峰调研教育系统疫情防控和复学复工。他强调，要充分肯定三个“度”、主动做到三个“防”、积极做好三个“一”，提前准备、科学研判、精准施策，确保防疫、教学两不误。,,,,1,02月22日 12:45,政务直通车
整形修复医生王绍国,https://weibo.com/2475215467?refer_flag=1001030103_,#全国疫情发展拐点尚未到来#昨天山东省卫健委通报：2 月 20 日 12~24 时，山东省报告新增新型冠状病毒肺炎确诊病例 202 例（含山东省任城监狱 200 例）。湖北日报今日也有报道：湖北监狱系统有 271 例新冠肺炎确诊病例。为什么监狱会大范围爆发？复工复学后处于「封闭的场所」中应该如何防护？ 2北京 , 3, 3, 4,23,02月22日 11:58 转赞人数超过20,可私信我Android
热心肠先生,https://weibo.com/1548222917?refer_flag=1001030103_,02月22日 11:41  来自 热心肠Android,,,,4,02月22日 11:41,热心肠Android
双流教育,https://weibo.com/2949046902?refer_flag=1001030103_,"#教育系统疫情防控# 【教育厅召开党组（扩大）会议，专题研究当前疫情防控及春季复学复课工作】#四川教育# 会议强调：坚决落实中央和省委省政府疫情防控决策部署,全力打好全省教育系统“两手抓两不误”主动仗↓↓↓长图", 1, 1,,,02月22日 11:39,微博 weibo.com
xiguanmoran,https://weibo.com/5092287809?refer_flag=1001030103_,温馨提示：我省已正式启用“龙江健康码”，作为疫情期间群众出行、交通管制、开工复学、健康管控的基础凭证。疫情期间，省内居民和省外返岗复工人员每人一码，持码通行、上岗。广大群众可以通过微信搜索并打开“龙江健康码”小程序，按照操作提示完成实名信息验证，获取本人健康码。如需查看或出示健康码，进入小程序点击“我的健康码”即可。【省应对疫情指挥部】 2哈尔滨 , 1, 1, 9,5,02月22日 11:34,哈尔滨超话
商丘报道,https://weibo.com/5264026714?refer_flag=1001030103_,#商丘爆料# 【餐饮业何时复工？ 能否集体聚餐？有答复了】关于我市餐饮业复工有关咨询答复如下：1、聘用商丘人为餐饮服务者，对于复工复产单位供餐的食堂，可以优先安排复工；2、学校食堂，复学后可安排复工；3、夜市、对外营业的餐饮及人员密集的场所暂不复工；4、各种集体聚餐不得举行；5、符合条件的单位需要向辖区内市场管理局提出备案申请。 , 3, 3, 3,6,02月22日 11:32,微博 weibo.com
泸定之声,https://weibo.com/6176394424?refer_flag=1001030103_,四川春季复学复课的进展 你关心的都在这里记者2月21日从四川省教育厅获悉，近期，四川省教育厅连续召开党组(扩大)会议，专题研究当前疫情防控及春季复学复课工作。当前全省工作重心正逐步从疫情防控为主转到疫情防控与恢复经济社会秩序并重上来。全省教育系统要扎实抓好校园疫情防控、线上教育教学和开学前的各项准备工作，压实责任、守好阵地，管住校园、管好师生，坚决做好防输入、防聚集工作。要最大限度地通过广电网络开展电视讲座、电视教学，辅之线上指导、网上答疑的方式，合理安排学校开学前的教育教学工作。按照教育部相关文件精神，根据全省统一部署安排，基础教育除初三、高三年级可适度组织线上教学外，其余学段围绕家国情怀、生命健康、社会责任、疫情知识、综合素质、心理抚慰等开展线上教育，以“德体美劳”教育为主、以智育为辅;高等教育要坚持实事求是，由高校结合实际组织线上教育教学。会议指出，开学返校是一项复杂的系统工程，要根据全省分区分类防控工作要求，结合生源结构和区域分布，按照“无现症病例且无输入风险区、散发病例且疫情防控解除区、散发病例疫情防控级别降低区、散发病例保持疫情防控级别不变区、疫情局部流行区”划分，坚持分区分类、科学精准制定疫情防控与开学返校方案，坚持分级分散、实事求是制定正常开学与防止输入方案，坚持分校分班、周密合理制定在校学习与居家教育方案，做到一地一策、一校一策、一班一策。要将师生返校方案具体化、细节化、目标化、责任化，尽快制定学校领导班子、中层干部、骨干教师和后勤保障人员返校返岗意见，统筹研究学生返校途中、进校检查、在校学习、生活食宿等各方面各环节的防护措施，最大程度避免人流过于聚集给疫情防控工作带来的压力。各级教育行政部门要根据全省分区分类防控要求和全省重大突发公共卫生事件响应调整情况，及时报当地疫情防控工作领导小组综合研判，并会同卫健、市场监管等部门，对属地中小学校进行全面核验合格后，在保证绝对安全的前提下，分区分级组织实施，实行差异化分区分散、错时错峰开学，确保全省各级各类学校春季返校开学工作安全、稳定、有序进行。 ,,,,,02月22日 11:20,微博 weibo.com
纪实派,https://weibo.com/3250599775?refer_flag=1001030103_,这算是复工复学后对家长们的第一次考验居家隔离，上网课辅导孩子几乎把家长们逼疯复工复学后学校如此做法，对本以为解放的家长们又来了一剂强心针 O徐州部分学校开学需要学生准备入学防护用品！？,,,,2,02月22日 11:18,iPhone客户端
热心肠先生,https://weibo.com/1548222917?refer_flag=1001030103_,02月22日 11:10  来自 热心肠Android,,,,5,02月22日 11:10,热心肠Android
一份丸子打包带走,https://weibo.com/6013905315?refer_flag=1001030103_,我真的要被气死了，等了这么久就这样没了。我就想请问一下政府，淘宝上医用口罩只要上架就会被下架，所有医用工厂都供应给那边，药店也没有，网上买了又不发货或者被退，那普通人怎么买到口罩呢？？马上要复工复学，我妈要去买菜，我跟我弟也要开学，所以普通人不配拥有口罩是吗？？@人民日报,,, 6,3,02月22日 11:06,vivo智能手机
水母网,https://weibo.com/2027480085?refer_flag=1001030103_,#山东战疫# 【快看！山东复工复学人员健康通行卡具体这样办！】为进一步做好新型冠状病毒肺炎疫情防控工作，有序推动复工复学，保障在鲁人员顺利出行，山东省近日启用复工复学人员健康通行卡，那么健康通行卡具体如何办理呢？ L齐鲁网的微博视频, 2, 2, 3,7,02月22日 10:36,微博 weibo.com
威海日报,https://weibo.com/1960433983?refer_flag=1001030103_,#坚决打赢疫情防控的人民战争、总体战、阻击战# 【市卫生健康委准确定位高效服务复工复学】市卫生健康委在全力做好疫情防控工作的同时，聚焦复工复学复诊，准确角色定位，高效服务经济发展。, 1, 1,,1,02月22日 10:31,Android
党人碑,https://weibo.com/1231624983?refer_flag=1001030103_,在做复学准备了，神兽们，你们快点回学校吧！, 5, 5, 25,59,02月22日 10:29 转赞人数超过50,
西昌同城会,https://weibo.com/1934261755?refer_flag=1001030103_,#凉山身边事#【分区分散、错时错峰 四川中小学校开学这样安排】据四川省教育厅消息，近日该厅召开党组(扩大)会议，专题研究当前疫情防控及春季复学复课工作。强调各级教育行政部门要对属地中小学校进行全面核验合格后，在保证绝对安全的前提下，分区分级组织实施，实行差异化分区分散、错时错峰开学。在线上教学方面，会议指出，根据全省统一部署安排，基础教育除初三、高三年级可适度组织线上教学外，其余学段围绕家国情怀、生命健康、社会责任、疫情知识、综合素质、心理抚慰等开展线上教育，以“德体美劳”教育为主、以智育为辅;高等教育要坚持实事求是，由高校结合实际组织线上教育教学。在开学返校方面，会议强调，应根据全省分区分类防控工作要求，结合生源结构和区域分布，按照“无现症病例且无输入风险区、散发病例且疫情防控解除区、散发病例疫情防控级别降低区、散发病例保持疫情防控级别不变区、疫情局部流行区”划分，坚持分区分类、科学精准制定疫情防控与开学返校方案，坚持分级分散、实事求是制定正常开学与防止输入方案，坚持分校分班、周密合理制定在校学习与居家教育方案，做到一地一策、一校一策、一班一策。（据红星新闻） ,,, 3,1,02月22日 10:28,HUAWEI P30 Pro
珠江商报,https://weibo.com/2006599107?refer_flag=1001030103_,02月22日 10:27  来自 360安全浏览器, 1, 1,,1,02月22日 10:27,360安全浏览器
四川观察,https://weibo.com/3203137375?refer_flag=1001030103_,#早安和你#【#四川各类学校分区分散错时错峰开学#】2月21日，记者从四川省教育厅获悉，近期，四川省教育厅连续召开党组（扩大）会议专题研究当前疫情防控及春季复学复课工作。会议要求，全省各级各类学校将分区分级组织实施，实行差异化分区分散、错时错峰开学。21日，国务院联防联控机制召开新闻发布会，介绍疫情防控最新消息：20日，全国单日新增治愈出院病例首次超过2000例；中医药参与救治确诊病例超过6万例；疫苗最快4月下旬申报临床试验。中央财政预拨农业生产和水利救灾资金14亿元，用于支持各地做好农作物重大病虫害防控相关工作。18日至21日，民航局组织协调第八批包机紧急运输医疗队，共组织78架包机运输全国各地近8000名医护人员和部分医疗物资驰援湖北各地。2月21日下午，四川省第九批援助湖北医疗队以及第十批援湖北心理医疗队共计231人从成都双流机场出发，奔赴湖北疫情一线。详戳O早安丨四川各类学校将分区分散、错时错峰开学 ,,, 3,6,02月22日 10:23,微博 weibo.com
社旗发布,https://weibo.com/3934648245?refer_flag=1001030103_,02月22日 10:09  来自 iPhone客户端,,,,2,02月22日 10:09,iPhone客户端
石狮日报,https://weibo.com/2282066074?refer_flag=1001030103_,#石狮日报即时新闻# 【凤里乡贤为家乡捐赠物资】当下，凤里街道上下正大力开展新冠肺炎疫情防控以及复工复产复学工作。疫情凶猛，牵动着无数人的心，但是每一个人都在用自己的力量为家乡疫情防控工作全力协调合力抗疫。今天早上，记者从凤里街道办事处获悉，旅居南非的凤里乡贤吴少康、朱丽丽伉俪定向为石狮红十字会、湖滨街道办事处、凤里街道办事处、凤里街道宽仁社区、凤里街道仁里社区、石狮市宽仁小学等单位捐赠了一批防控物资，助力家乡疫情防控。（石狮日报社 陈嫣兰 播报） ,,,,,02月22日 09:53,微博 weibo.com
巩义发布,https://weibo.com/2644275493?refer_flag=1001030103_,王国生：抓实抓细疫情防控措施 坚决筑牢校园疫情防线王国生到高校、小学检查指导疫情防控工作时强调 抓实抓细疫情防控措施 坚决筑牢校园疫情防线2月21日，省委书记王国生到郑州大学和郑州市高新区外国语小学调研指导疫情防控、学校复学工作。在郑州大学，王国生通过师生健康状况上报平台，查看师生地理位置与健康状况，走进学生食堂了解体温检测、消毒消杀等防控措施落实情况。王国生强调，高校人员密集，如何确保安全有序复学，是对疫情防控工作的一次大考。要以防止聚集性传播为重点，抓住复学前宝贵时间，全面加强党的领导，压实责任，建立专班，把全面排查落实到每一个师生和工作人员，把防控责任落实到教学、后勤、管理每一个岗位，把防控措施落实到宿舍、食堂、教室每一个角落，建立高效有序的联防联控机制。在行政楼数据中心，王国生询问了解疫情防控期间远程教育情况，通过网络查看马克思主义学院师生的出勤与上课情况，指出要开放优质课程资源，科学制定网络课程计划，最大限度减少疫情对教学的影响。假期期间，郑州大学有在校留学生3000多人。王国生看望慰问留学生，询问他们生活学习情况。巴基斯坦留学生永诚说，疫情期间，留学生的生活学习有保障，他自己还参加了郑州大学国际学生服务与应急分队。王国生感谢他们一起并肩战斗，嘱咐有关负责人要照顾好他们的生活。王国生说，在疫情期间，你们看到了中国共产党为保护人民生命健康安全付出的巨大努力，感受到了中国人民上下同心、众志成城的强大力量，请大家相信，在习近平主席的坚强领导下，我们有信心、有能力克服任何困难、打赢这场硬仗。在郑州市高新区外国语小学，王国生现场了解学校防控措施落实、线上教学、开学准备工作等情况，走进学校医务室，查看防护物资储备情况，与正在值守检测的党员志愿者汪颂扬亲切交谈，勉励她在学校疫情防控中发挥党员先锋模范作用。他叮嘱学校负责同志说，要以对孩子负责、对家长负责、对社会负责、对未来负责的态度，抓实抓细各项防控措施，守牢校园疫情防控阵地，确保复学后不出任何问题。王国生强调，灾难让人成长，实践是最好的课堂，广大教育工作者要抓牢立德树人的根本任务，用好抗击疫情的鲜活教材，引导学生坚定理想信念、涵养家国情怀、砥砺奋斗精神，树立正确的世界观、人生观、价值观，成为合格的社会主义建设者和接班人。江凌、霍金花、刘炯天参加调研。（来源：河南发布） ,,,,,02月22日 09:45,360安全浏览器
