no,comments
2836,非常好，可惜是单层
2837,此用户没有填写评论!
2838,杯子很好用，不过感觉没有400 ml这么大，小了一点。
2839,还好吧，就是感觉性价比不高
2840,款式很好，泡茶方便，但物流不敢恭维
2841,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
2842,杯子很不错，不漏水，现在每天都离不开了。
2843,第二次买 领导看到很喜欢，送人的
2844,买的第三个啦，非常实用！这个买给老爸的！
2845,已收到，杯子用了还可以，方便
2846,东西不错，朋友介绍的
2847,挺好用的，美观大方！！
2848,不错，功能强大，在办公室里喝茶水很不错
2849,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
2850,此用户没有填写评论!
2851,很好用 只可惜买的小了 有机会再来一个大的
2852,杯子收到，跟描述的一样，不错很满意。
2853,此用户没有填写评论!
2854,快递速度很快，杯子比想象中的有点小，建议买大一点的
2855,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
2856,非常好，可惜是单层
2857,此用户没有填写评论!
2858,杯子很好用，不过感觉没有400 ml这么大，小了一点。
2859,还好吧，就是感觉性价比不高
2860,款式很好，泡茶方便，但物流不敢恭维
2861,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
2862,杯子很不错，不漏水，现在每天都离不开了。
2863,第二次买 领导看到很喜欢，送人的
2864,买的第三个啦，非常实用！这个买给老爸的！
2865,已收到，杯子用了还可以，方便
2866,东西不错，朋友介绍的
2867,挺好用的，美观大方！！
2868,不错，功能强大，在办公室里喝茶水很不错
2869,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
2870,此用户没有填写评论!
2871,很好用 只可惜买的小了 有机会再来一个大的
2872,杯子收到，跟描述的一样，不错很满意。
2873,此用户没有填写评论!
2874,快递速度很快，杯子比想象中的有点小，建议买大一点的
2875,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
2876,非常好，可惜是单层
2877,此用户没有填写评论!
2878,杯子很好用，不过感觉没有400 ml这么大，小了一点。
2879,还好吧，就是感觉性价比不高
2880,款式很好，泡茶方便，但物流不敢恭维
2881,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
2882,杯子很不错，不漏水，现在每天都离不开了。
2883,第二次买 领导看到很喜欢，送人的
2884,买的第三个啦，非常实用！这个买给老爸的！
2885,已收到，杯子用了还可以，方便
2886,东西不错，朋友介绍的
2887,挺好用的，美观大方！！
2888,不错，功能强大，在办公室里喝茶水很不错
2889,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
2890,此用户没有填写评论!
2891,很好用 只可惜买的小了 有机会再来一个大的
2892,杯子收到，跟描述的一样，不错很满意。
2893,此用户没有填写评论!
2894,快递速度很快，杯子比想象中的有点小，建议买大一点的
2895,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
2896,非常好，可惜是单层
2897,此用户没有填写评论!
2898,杯子很好用，不过感觉没有400 ml这么大，小了一点。
2899,还好吧，就是感觉性价比不高
2900,款式很好，泡茶方便，但物流不敢恭维
2901,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
2902,杯子很不错，不漏水，现在每天都离不开了。
2903,第二次买 领导看到很喜欢，送人的
2904,买的第三个啦，非常实用！这个买给老爸的！
2905,已收到，杯子用了还可以，方便
2906,东西不错，朋友介绍的
2907,挺好用的，美观大方！！
2908,不错，功能强大，在办公室里喝茶水很不错
2909,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
2910,此用户没有填写评论!
2911,很好用 只可惜买的小了 有机会再来一个大的
2912,杯子收到，跟描述的一样，不错很满意。
2913,此用户没有填写评论!
2914,快递速度很快，杯子比想象中的有点小，建议买大一点的
2915,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
2916,非常好，可惜是单层
2917,此用户没有填写评论!
2918,杯子很好用，不过感觉没有400 ml这么大，小了一点。
2919,还好吧，就是感觉性价比不高
2920,款式很好，泡茶方便，但物流不敢恭维
2921,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
2922,杯子很不错，不漏水，现在每天都离不开了。
2923,第二次买 领导看到很喜欢，送人的
2924,买的第三个啦，非常实用！这个买给老爸的！
2925,已收到，杯子用了还可以，方便
2926,东西不错，朋友介绍的
2927,挺好用的，美观大方！！
2928,不错，功能强大，在办公室里喝茶水很不错
2929,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
2930,此用户没有填写评论!
2931,很好用 只可惜买的小了 有机会再来一个大的
2932,杯子收到，跟描述的一样，不错很满意。
2933,此用户没有填写评论!
2934,快递速度很快，杯子比想象中的有点小，建议买大一点的
2935,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
2936,非常好，可惜是单层
2937,此用户没有填写评论!
2938,杯子很好用，不过感觉没有400 ml这么大，小了一点。
2939,还好吧，就是感觉性价比不高
2940,款式很好，泡茶方便，但物流不敢恭维
2941,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
2942,杯子很不错，不漏水，现在每天都离不开了。
2943,第二次买 领导看到很喜欢，送人的
2944,买的第三个啦，非常实用！这个买给老爸的！
2945,已收到，杯子用了还可以，方便
2946,东西不错，朋友介绍的
2947,挺好用的，美观大方！！
2948,不错，功能强大，在办公室里喝茶水很不错
2949,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
2950,此用户没有填写评论!
2951,很好用 只可惜买的小了 有机会再来一个大的
2952,杯子收到，跟描述的一样，不错很满意。
2953,此用户没有填写评论!
2954,快递速度很快，杯子比想象中的有点小，建议买大一点的
2955,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
2956,非常好，可惜是单层
2957,此用户没有填写评论!
2958,杯子很好用，不过感觉没有400 ml这么大，小了一点。
2959,还好吧，就是感觉性价比不高
2960,款式很好，泡茶方便，但物流不敢恭维
2961,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
2962,杯子很不错，不漏水，现在每天都离不开了。
2963,第二次买 领导看到很喜欢，送人的
2964,买的第三个啦，非常实用！这个买给老爸的！
2965,已收到，杯子用了还可以，方便
2966,东西不错，朋友介绍的
2967,挺好用的，美观大方！！
2968,不错，功能强大，在办公室里喝茶水很不错
2969,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
2970,此用户没有填写评论!
2971,很好用 只可惜买的小了 有机会再来一个大的
2972,杯子收到，跟描述的一样，不错很满意。
2973,此用户没有填写评论!
2974,快递速度很快，杯子比想象中的有点小，建议买大一点的
2975,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
2976,非常好，可惜是单层
2977,此用户没有填写评论!
2978,杯子很好用，不过感觉没有400 ml这么大，小了一点。
2979,还好吧，就是感觉性价比不高
2980,款式很好，泡茶方便，但物流不敢恭维
2981,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
2982,杯子很不错，不漏水，现在每天都离不开了。
2983,第二次买 领导看到很喜欢，送人的
2984,买的第三个啦，非常实用！这个买给老爸的！
2985,已收到，杯子用了还可以，方便
2986,东西不错，朋友介绍的
2987,挺好用的，美观大方！！
2988,不错，功能强大，在办公室里喝茶水很不错
2989,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
2990,此用户没有填写评论!
2991,很好用 只可惜买的小了 有机会再来一个大的
2992,杯子收到，跟描述的一样，不错很满意。
2993,此用户没有填写评论!
2994,快递速度很快，杯子比想象中的有点小，建议买大一点的
2995,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
2996,非常好，可惜是单层
2997,此用户没有填写评论!
2998,杯子很好用，不过感觉没有400 ml这么大，小了一点。
2999,还好吧，就是感觉性价比不高
3000,款式很好，泡茶方便，但物流不敢恭维
3001,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3002,杯子很不错，不漏水，现在每天都离不开了。
3003,第二次买 领导看到很喜欢，送人的
3004,买的第三个啦，非常实用！这个买给老爸的！
3005,已收到，杯子用了还可以，方便
3006,东西不错，朋友介绍的
3007,挺好用的，美观大方！！
3008,不错，功能强大，在办公室里喝茶水很不错
3009,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3010,此用户没有填写评论!
3011,很好用 只可惜买的小了 有机会再来一个大的
3012,杯子收到，跟描述的一样，不错很满意。
3013,此用户没有填写评论!
3014,快递速度很快，杯子比想象中的有点小，建议买大一点的
3015,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3016,非常好，可惜是单层
3017,此用户没有填写评论!
3018,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3019,还好吧，就是感觉性价比不高
3020,款式很好，泡茶方便，但物流不敢恭维
3021,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3022,杯子很不错，不漏水，现在每天都离不开了。
3023,第二次买 领导看到很喜欢，送人的
3024,买的第三个啦，非常实用！这个买给老爸的！
3025,已收到，杯子用了还可以，方便
3026,东西不错，朋友介绍的
3027,挺好用的，美观大方！！
3028,不错，功能强大，在办公室里喝茶水很不错
3029,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3030,此用户没有填写评论!
3031,很好用 只可惜买的小了 有机会再来一个大的
3032,杯子收到，跟描述的一样，不错很满意。
3033,此用户没有填写评论!
3034,快递速度很快，杯子比想象中的有点小，建议买大一点的
3035,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3036,非常好，可惜是单层
3037,此用户没有填写评论!
3038,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3039,还好吧，就是感觉性价比不高
3040,款式很好，泡茶方便，但物流不敢恭维
3041,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3042,杯子很不错，不漏水，现在每天都离不开了。
3043,第二次买 领导看到很喜欢，送人的
3044,买的第三个啦，非常实用！这个买给老爸的！
3045,已收到，杯子用了还可以，方便
3046,东西不错，朋友介绍的
3047,挺好用的，美观大方！！
3048,不错，功能强大，在办公室里喝茶水很不错
3049,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3050,此用户没有填写评论!
3051,很好用 只可惜买的小了 有机会再来一个大的
3052,杯子收到，跟描述的一样，不错很满意。
3053,此用户没有填写评论!
3054,快递速度很快，杯子比想象中的有点小，建议买大一点的
3055,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3056,非常好，可惜是单层
3057,此用户没有填写评论!
3058,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3059,还好吧，就是感觉性价比不高
3060,款式很好，泡茶方便，但物流不敢恭维
3061,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3062,杯子很不错，不漏水，现在每天都离不开了。
3063,第二次买 领导看到很喜欢，送人的
3064,买的第三个啦，非常实用！这个买给老爸的！
3065,已收到，杯子用了还可以，方便
3066,东西不错，朋友介绍的
3067,挺好用的，美观大方！！
3068,不错，功能强大，在办公室里喝茶水很不错
3069,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3070,此用户没有填写评论!
3071,很好用 只可惜买的小了 有机会再来一个大的
3072,杯子收到，跟描述的一样，不错很满意。
3073,此用户没有填写评论!
3074,快递速度很快，杯子比想象中的有点小，建议买大一点的
3075,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3076,非常好，可惜是单层
3077,此用户没有填写评论!
3078,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3079,还好吧，就是感觉性价比不高
3080,款式很好，泡茶方便，但物流不敢恭维
3081,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3082,杯子很不错，不漏水，现在每天都离不开了。
3083,第二次买 领导看到很喜欢，送人的
3084,买的第三个啦，非常实用！这个买给老爸的！
3085,已收到，杯子用了还可以，方便
3086,东西不错，朋友介绍的
3087,挺好用的，美观大方！！
3088,不错，功能强大，在办公室里喝茶水很不错
3089,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3090,此用户没有填写评论!
3091,很好用 只可惜买的小了 有机会再来一个大的
3092,杯子收到，跟描述的一样，不错很满意。
3093,此用户没有填写评论!
3094,快递速度很快，杯子比想象中的有点小，建议买大一点的
3095,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3096,非常好，可惜是单层
3097,此用户没有填写评论!
3098,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3099,还好吧，就是感觉性价比不高
3100,款式很好，泡茶方便，但物流不敢恭维
3101,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3102,杯子很不错，不漏水，现在每天都离不开了。
3103,第二次买 领导看到很喜欢，送人的
3104,买的第三个啦，非常实用！这个买给老爸的！
3105,已收到，杯子用了还可以，方便
3106,东西不错，朋友介绍的
3107,挺好用的，美观大方！！
3108,不错，功能强大，在办公室里喝茶水很不错
3109,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3110,此用户没有填写评论!
3111,很好用 只可惜买的小了 有机会再来一个大的
3112,杯子收到，跟描述的一样，不错很满意。
3113,此用户没有填写评论!
3114,快递速度很快，杯子比想象中的有点小，建议买大一点的
3115,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3116,非常好，可惜是单层
3117,此用户没有填写评论!
3118,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3119,还好吧，就是感觉性价比不高
3120,款式很好，泡茶方便，但物流不敢恭维
3121,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3122,杯子很不错，不漏水，现在每天都离不开了。
3123,第二次买 领导看到很喜欢，送人的
3124,买的第三个啦，非常实用！这个买给老爸的！
3125,已收到，杯子用了还可以，方便
3126,东西不错，朋友介绍的
3127,挺好用的，美观大方！！
3128,不错，功能强大，在办公室里喝茶水很不错
3129,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3130,此用户没有填写评论!
3131,很好用 只可惜买的小了 有机会再来一个大的
3132,杯子收到，跟描述的一样，不错很满意。
3133,此用户没有填写评论!
3134,快递速度很快，杯子比想象中的有点小，建议买大一点的
3135,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3136,非常好，可惜是单层
3137,此用户没有填写评论!
3138,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3139,还好吧，就是感觉性价比不高
3140,款式很好，泡茶方便，但物流不敢恭维
3141,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3142,杯子很不错，不漏水，现在每天都离不开了。
3143,第二次买 领导看到很喜欢，送人的
3144,买的第三个啦，非常实用！这个买给老爸的！
3145,已收到，杯子用了还可以，方便
3146,东西不错，朋友介绍的
3147,挺好用的，美观大方！！
3148,不错，功能强大，在办公室里喝茶水很不错
3149,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3150,此用户没有填写评论!
3151,很好用 只可惜买的小了 有机会再来一个大的
3152,杯子收到，跟描述的一样，不错很满意。
3153,此用户没有填写评论!
3154,快递速度很快，杯子比想象中的有点小，建议买大一点的
3155,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3156,非常好，可惜是单层
3157,此用户没有填写评论!
3158,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3159,还好吧，就是感觉性价比不高
3160,款式很好，泡茶方便，但物流不敢恭维
3161,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3162,杯子很不错，不漏水，现在每天都离不开了。
3163,第二次买 领导看到很喜欢，送人的
3164,买的第三个啦，非常实用！这个买给老爸的！
3165,已收到，杯子用了还可以，方便
3166,东西不错，朋友介绍的
3167,挺好用的，美观大方！！
3168,不错，功能强大，在办公室里喝茶水很不错
3169,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3170,此用户没有填写评论!
3171,很好用 只可惜买的小了 有机会再来一个大的
3172,杯子收到，跟描述的一样，不错很满意。
3173,此用户没有填写评论!
3174,快递速度很快，杯子比想象中的有点小，建议买大一点的
3175,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3176,非常好，可惜是单层
3177,此用户没有填写评论!
3178,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3179,还好吧，就是感觉性价比不高
3180,款式很好，泡茶方便，但物流不敢恭维
3181,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3182,杯子很不错，不漏水，现在每天都离不开了。
3183,第二次买 领导看到很喜欢，送人的
3184,买的第三个啦，非常实用！这个买给老爸的！
3185,已收到，杯子用了还可以，方便
3186,东西不错，朋友介绍的
3187,挺好用的，美观大方！！
3188,不错，功能强大，在办公室里喝茶水很不错
3189,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3190,此用户没有填写评论!
3191,很好用 只可惜买的小了 有机会再来一个大的
3192,杯子收到，跟描述的一样，不错很满意。
3193,此用户没有填写评论!
3194,快递速度很快，杯子比想象中的有点小，建议买大一点的
3195,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3196,非常好，可惜是单层
3197,此用户没有填写评论!
3198,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3199,还好吧，就是感觉性价比不高
3200,款式很好，泡茶方便，但物流不敢恭维
3201,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3202,杯子很不错，不漏水，现在每天都离不开了。
3203,第二次买 领导看到很喜欢，送人的
3204,买的第三个啦，非常实用！这个买给老爸的！
3205,已收到，杯子用了还可以，方便
3206,东西不错，朋友介绍的
3207,挺好用的，美观大方！！
3208,不错，功能强大，在办公室里喝茶水很不错
3209,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3210,此用户没有填写评论!
3211,很好用 只可惜买的小了 有机会再来一个大的
3212,杯子收到，跟描述的一样，不错很满意。
3213,此用户没有填写评论!
3214,快递速度很快，杯子比想象中的有点小，建议买大一点的
3215,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3216,非常好，可惜是单层
3217,此用户没有填写评论!
3218,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3219,还好吧，就是感觉性价比不高
3220,款式很好，泡茶方便，但物流不敢恭维
3221,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3222,杯子很不错，不漏水，现在每天都离不开了。
3223,第二次买 领导看到很喜欢，送人的
3224,买的第三个啦，非常实用！这个买给老爸的！
3225,已收到，杯子用了还可以，方便
3226,东西不错，朋友介绍的
3227,挺好用的，美观大方！！
3228,不错，功能强大，在办公室里喝茶水很不错
3229,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3230,此用户没有填写评论!
3231,很好用 只可惜买的小了 有机会再来一个大的
3232,杯子收到，跟描述的一样，不错很满意。
3233,此用户没有填写评论!
3234,快递速度很快，杯子比想象中的有点小，建议买大一点的
3235,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3236,非常好，可惜是单层
3237,此用户没有填写评论!
3238,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3239,还好吧，就是感觉性价比不高
3240,款式很好，泡茶方便，但物流不敢恭维
3241,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3242,杯子很不错，不漏水，现在每天都离不开了。
3243,第二次买 领导看到很喜欢，送人的
3244,买的第三个啦，非常实用！这个买给老爸的！
3245,已收到，杯子用了还可以，方便
3246,东西不错，朋友介绍的
3247,挺好用的，美观大方！！
3248,不错，功能强大，在办公室里喝茶水很不错
3249,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3250,此用户没有填写评论!
3251,很好用 只可惜买的小了 有机会再来一个大的
3252,杯子收到，跟描述的一样，不错很满意。
3253,此用户没有填写评论!
3254,快递速度很快，杯子比想象中的有点小，建议买大一点的
3255,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3256,非常好，可惜是单层
3257,此用户没有填写评论!
3258,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3259,还好吧，就是感觉性价比不高
3260,款式很好，泡茶方便，但物流不敢恭维
3261,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3262,杯子很不错，不漏水，现在每天都离不开了。
3263,第二次买 领导看到很喜欢，送人的
3264,买的第三个啦，非常实用！这个买给老爸的！
3265,已收到，杯子用了还可以，方便
3266,东西不错，朋友介绍的
3267,挺好用的，美观大方！！
3268,不错，功能强大，在办公室里喝茶水很不错
3269,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3270,此用户没有填写评论!
3271,很好用 只可惜买的小了 有机会再来一个大的
3272,杯子收到，跟描述的一样，不错很满意。
3273,此用户没有填写评论!
3274,快递速度很快，杯子比想象中的有点小，建议买大一点的
3275,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3276,非常好，可惜是单层
3277,此用户没有填写评论!
3278,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3279,还好吧，就是感觉性价比不高
3280,款式很好，泡茶方便，但物流不敢恭维
3281,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3282,杯子很不错，不漏水，现在每天都离不开了。
3283,第二次买 领导看到很喜欢，送人的
3284,买的第三个啦，非常实用！这个买给老爸的！
3285,已收到，杯子用了还可以，方便
3286,东西不错，朋友介绍的
3287,挺好用的，美观大方！！
3288,不错，功能强大，在办公室里喝茶水很不错
3289,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3290,此用户没有填写评论!
3291,很好用 只可惜买的小了 有机会再来一个大的
3292,杯子收到，跟描述的一样，不错很满意。
3293,此用户没有填写评论!
3294,快递速度很快，杯子比想象中的有点小，建议买大一点的
3295,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3296,非常好，可惜是单层
3297,此用户没有填写评论!
3298,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3299,还好吧，就是感觉性价比不高
3300,款式很好，泡茶方便，但物流不敢恭维
3301,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3302,杯子很不错，不漏水，现在每天都离不开了。
3303,第二次买 领导看到很喜欢，送人的
3304,买的第三个啦，非常实用！这个买给老爸的！
3305,已收到，杯子用了还可以，方便
3306,东西不错，朋友介绍的
3307,挺好用的，美观大方！！
3308,不错，功能强大，在办公室里喝茶水很不错
3309,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3310,此用户没有填写评论!
3311,很好用 只可惜买的小了 有机会再来一个大的
3312,杯子收到，跟描述的一样，不错很满意。
3313,此用户没有填写评论!
3314,快递速度很快，杯子比想象中的有点小，建议买大一点的
3315,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3316,非常好，可惜是单层
3317,此用户没有填写评论!
3318,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3319,还好吧，就是感觉性价比不高
3320,款式很好，泡茶方便，但物流不敢恭维
3321,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3322,杯子很不错，不漏水，现在每天都离不开了。
3323,第二次买 领导看到很喜欢，送人的
3324,买的第三个啦，非常实用！这个买给老爸的！
3325,已收到，杯子用了还可以，方便
3326,东西不错，朋友介绍的
3327,挺好用的，美观大方！！
3328,不错，功能强大，在办公室里喝茶水很不错
3329,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3330,此用户没有填写评论!
3331,很好用 只可惜买的小了 有机会再来一个大的
3332,杯子收到，跟描述的一样，不错很满意。
3333,此用户没有填写评论!
3334,快递速度很快，杯子比想象中的有点小，建议买大一点的
3335,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3336,非常好，可惜是单层
3337,此用户没有填写评论!
3338,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3339,还好吧，就是感觉性价比不高
3340,款式很好，泡茶方便，但物流不敢恭维
3341,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3342,杯子很不错，不漏水，现在每天都离不开了。
3343,第二次买 领导看到很喜欢，送人的
3344,买的第三个啦，非常实用！这个买给老爸的！
3345,已收到，杯子用了还可以，方便
3346,东西不错，朋友介绍的
3347,挺好用的，美观大方！！
3348,不错，功能强大，在办公室里喝茶水很不错
3349,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3350,此用户没有填写评论!
3351,很好用 只可惜买的小了 有机会再来一个大的
3352,杯子收到，跟描述的一样，不错很满意。
3353,此用户没有填写评论!
3354,快递速度很快，杯子比想象中的有点小，建议买大一点的
3355,杯子质量，我就呵呵了嘛，漏水，烫过以后安装还是漏水。隔热，我就呵呵了，烫的不得了。不过客服的态度还可以。当买个教训吧！
3356,非常好，可惜是单层
3357,此用户没有填写评论!
3358,杯子很好用，不过感觉没有400 ml这么大，小了一点。
3359,还好吧，就是感觉性价比不高
3360,款式很好，泡茶方便，但物流不敢恭维
3361,还不错，客服态度很好，杯体有点瑕疵，直接给补发了个新的，杯子也很好用，很方便
3362,杯子很不错，不漏水，现在每天都离不开了。
3363,第二次买 领导看到很喜欢，送人的
3364,买的第三个啦，非常实用！这个买给老爸的！
3365,已收到，杯子用了还可以，方便
3366,东西不错，朋友介绍的
3367,挺好用的，美观大方！！
3368,不错，功能强大，在办公室里喝茶水很不错
3369,拧盖的时候杯子把跟着转。使劲晃的话有轻微的漏水。
3370,此用户没有填写评论!
3371,很好用 只可惜买的小了 有机会再来一个大的
3372,杯子收到，跟描述的一样，不错很满意。
3373,此用户没有填写评论!
3374,快递速度很快，杯子比想象中的有点小，建议买大一点的
