no,comments
730,非常时期呆家追剧刷抖音给老爸老妈买的。老板太给力了发顺丰，很快就收到货了。他俩在也不担心互扰了。谢谢老板！
731,此用户没有填写评论!
732,音效特别棒，立体感很强，太好听了！
733,很好。包装也不错。挺喜欢的。
734,耳机很好，通用，两条装划算，不错👍
735,产品质量很好，下次还够买
736,以前也买过他家的数据线很耐用啊
737,包装挺好，听歌耳机真给力，牛🐮
738,用着还不错，音质也还可以，戴着也舒服
739,耳机很好，音量也可以，耳机也很长
740,耳机音效很好，这是第三次购买了，性价比高！
741,佩戴感受：好 买过很多次了 很不错
742,手感不错，价钱也比较实惠，感觉赚到了
743,声音可以，疫情期间，货到及时，真的满意，赞
744,挺好的  一下子买了两条  音质还可以
745,特别喜欢他们家，发货很快，耳机质量没得说，以前买过，现在又来
746,音质很不错，这个价格很值得购买
747,耳机已收到，很好用，音质也不错。
748,非常奈斯，音质很好，然后物流也很快
749,价格便宜，质量不错，音质也不错。
750,前天买的，今天就收到啦，物流还是蛮快的，和实物也是很符合的 满意，
751,耳机非常好，便宜耐用
752,佩戴感受：戴着也很舒服，东西还是挺好的 声音效果：音质挺高的，
753,外形包装都很好，摸起来很舒服，送货也快，客服也很好耶
754,宝贝已收到，品质保证，诚信商家，下次还来选购。
755,第二次购买了，上次买的还在用，就是颜色变了，好评。
756,已经收到并试用了，音质非常好
757,物美价廉，用着还可以，疫情期间，物流有点慢，其他都还可以。
758,此用户没有填写评论!
759,宝贝到货很快，质量不错，物美价廉
760,特色功能：货收到了质量很好，谢谢卖家
761,非常不错，你值得拥有
762,佩戴感受：可以 声音效果：好 外观材质：好 特色功能：好
763,佩戴感受：不错 声音效果：很好 外观材质：好 特色功能：好
764,东西挺好，给我爸买来听小说用
765,音质不错，超级好用还顺丰包邮！值了！！
766,音质很好！线也很软！物美价廉
767,耳机很好  音质也可以  不错
768,耳机声音挺好的戴着舒服
769,声音很好，佩戴很舒服，快递也很快，客服特别可爱。
770,好用声音清晰，发货快
771,耳机超好用啊 原来也是这里买的
772,很满意 顺风快递 包装很棒 耳机也好用 可以入手
773,包装好，音质也不错，喜欢的快快下手吧
774,耳机收到了，疫情期间快递真的很负责了￼🉑️
775,感觉一只耳朵声音大一只耳朵声音小
776,很不错的耳机 物美价廉 性价比很高
777,耳机还可以，应该音质还可以，回头客
778,宝贝好用。音质好没有杂音
779,发货很快，音量的质量也很好。以后有需要还会来买。
780,这个价位竟然有音质那么好的耳机，非常喜欢
781,耳机非常好用.值得购买.价格便宜
782,挺好用的哟，各位宝宝可以下单哟
783,耳机不错，试用了哈音质非常棒，主要是物流还贼快。
784,特色功能：物美价廉哈哈哈哈爱了
785,很不错哦，音质很好，物流也很及时，网课急用的两天就到了
786,音质超棒！很满意的一次网购！
787,很好，声音很清晰，包装也很精致，非常满意客服态度也很好
788,非常时期快递这么给力，意外惊喜。使用效果非常满意。
789,声音效果：音质效果不错，已经是第二次去买了，好评
790,买给妹妹用自己又回购了一次，虽然出了点问题，但是客服非常积极地解决了，很好👍🏻
791,耳机还可以，用的效果满好的
792,感觉非常不错，好看还好用。
793,佩戴感受：佩戴舒服，不会掉 物流也很快 声音效果：音质清晰，没有杂音
794,宝贝二次购买，质量挺好的，实惠，服务态度很好快递也快好评
795,正品质量相当不错值得购买
796,挺好的，没有杂音，物美价廉，第二次回购
797,物品与原图相符
798,买了好多次了 只盯着他家买 我的6s用他家耳机挺不错的
799,耳机很好用，音质也不错喔
800,真的很好 音效特别好值得购买
801,这个耳机比我想象中的好太多，我想屯个六七八条的哈哈哈哈哈哈。
802,10块钱买耳机，还要啥自行车！听网课用的足够啦！
803,挺好的用的 音效不错 希望能用的久久的
804,东西很好，包装很严实
805,一直都在这家买耳机，虽然很快就要再买一个，但是很便宜，不错
806,多次购买，质量很好，价格实惠哦！
807,东西很不错，算是物美价廉吧！！
808,好，几块钱的东西还顺丰包邮，商家在亏本！非常感动！
809,用了一个星期都没有，耳机插口处都快要断了，真的是
810,外观材质：看起来很不错，还有小盒子，，外观包装精致，期待效果，习惯好评
811,一直用的这耳机，性价比真的高
812,性价比很高，一直用这家的货。
813,耳机收到了，疫情期间物流也很快，一会儿试试音质怎么样
814,音质非常好，值得购买。
815,音质不错，给爸爸买的，线也挺粗的
816,声音效果：打电话和听歌之类的都可 特殊时期选择顺丰快递发货，物流页很给力 外观材质：还不错 特色功能：能调节音量大小
817,音质实在不行，敏强用来听培训教材，无法实现听歌，建议还是买其它类型20元以上的试试。
818,给对象买的我这边没图，他说挺好的，重点客服超级超级可爱！！！
819,疫情期间快递也很快！耳机使用感不错！
820,耳机收到了，正品，好用，没啥可挑剔的。
821,耳机收到了，通话清晰，性价比高，好评
822,耳机很好用，给我和婆婆各买了一副，很喜欢。
823,包装盒挺好，耳机很漂亮嗯
824,本来以为买便宜的质量可能不好，就想着随便买来试一下，结果没想到质量还不错
825,对产品很满意而且价格也狠好 值得购买 服务态度也超好哦
826,耳机低音特别好，质量还好
827,音质不错，佩戴也很舒服
828,可以打电话，听歌，线也比较粗，推荐一下
829,用起来非常棒，已经收藏下次再买嘻嘻。
830,东西非常好呦，也挺耐用。
831,快递快东西好性价比高
832,耳机很好，上边带有耳夹，也很方便，快递也很好
833,必须好评，这是我回购的第二次了，特别好👏👏👏
834,耳机拿到啦，刚刚试用了一下，感觉不错，点个赞！
835,快递很快，货也很好，包装很精致，我很喜欢
836,挺好的，之前就买过了，这是第二次回购啦，一下子买了两条
837,第二次购买，质量真的赞
838,很贴心，插头也有盖子
839,音质很好 很喜欢 是正品 爱了
840,佩戴感受：好 声音效果：好 外观材质：好 特色功能：好
841,很好用，声音挺大的
842,黑色实用，质量不错，满意。
843,白的到家第二天有点问题一直有沙沙的声音
844,音质不错，又便宜，还顺丰包邮
845,特别好用特别舒适价格便宜实用
846,音质不错 第二次还是第三次购买啦非常不错。
847,买过很多次啦  音质不错带着也舒服
848,第一次在这家店购买 音质不错 点赞
849,身边朋友买过很多次了，价格也不贵，还有买一送一，超级划算
850,多次购买非常好
851,还不错，第三次买
852,音质非常好，设计很人性化，非常满意！
853,耳机到了。试了一下。很满意。性价比挺高的
854,非常好，值得购买，以后还会光顾的。
855,音质很好，很满意，物流也快，物美价傔。
856,挺不错的，音效也挺清楚。挺好的
857,耳机还是很喜欢的，音质不错。给五星好评！
858,这款耳机很耐用，价格合理
859,声音效果：很好！！！ 快递超级快，终于不用一只耳了
860,耳机非常不错！发货快
861,耳机很不错然后物流也非常的快 很棒!
862,音质很好，而且我很喜欢。
863,质量非常好  值得购买
864,发货很快，耳机也很好用，音质清晰
865,多次回购，音质很好
866,声音效果：非常一满意
867,戴着是很舒服的，音色很好，非常清晰，超级喜欢这个音效，是很满意的一次购物了。
868,特色功能：特别好买了无数条了，不好意思没有及时回复，请包涵
869,宝贝已收到，真快，试了一下，挺好！超值！
870,耳机收到了，看着蛮不错的，试听了一下效果也不错跟我以前的耳机差不多，挺好，给个好评吧
871,此用户没有填写评论!
872,疫情期间快递还是送的挺快的，耳机看起来不错
873,特别喜欢，价格实惠，声音大 小可调节，服务态度很好。
874,此用户没有填写评论!
875,还不错便宜
876,还不错，便宜
877,售后6服务蛮不错 产品很不错 第二次购买了
878,非常满意 值得信赖 物有所值
879,此用户没有填写评论!
880,很高级的感觉，很喜欢！声音也很有质感
881,，在这种情况下，物流也很快，东西也很好
882,对于这个价位我感觉还是不错的，不过想要音质3d环绕还是去买价位更高的吧，一分价钱一分货！
883,那么便宜还发顺丰 爱了
884,质量很好牛批，经常来买，无论是我的朋友。还是我的兄弟。无论是贫穷还是富贵。都会顺我耳机。
885,有一个坏了，但是卖家给退了一半的钱，服务态度挺好的
886,挺好的包装也很紧致
887,能用，对得起这个价钱
888,用了几天了，其中有一条偶尔有呜呜的声音，录音的时候很明显。按音量键杂音很大。
889,不错不错，第几次来都记不清了。日常好评
890,价格实惠，音质不错，很喜欢，性价比很高
891,佩戴感受：很合适 声音效果：效果好 外观材质：不易缠线 特色功能：调音方便
892,非常非常好超级棒超级棒可以入！
893,无数次回购，便宜又好，非常喜欢，质量很好
894,便宜实惠，好用，不错的耳机
895,这个耳机是真的很好用，上次买了一条，从七月份用到了今年的一月份，这个价格算是相当好的了，真的很奈斯，一条原装耳机的寿命差不多也是这样的
896,东西很好，包装好，送货快。现在非常时期还是很快收到
897,非常好，音质也很好，物超所值。 好好好！！！！
898,此用户没有填写评论!
899,特色功能：挺好
900,物品很好，音质也好，值得购买！ 赶到戒严时期确认收获晚了，抱歉啊客服、老板！
901,非常感谢，疫情当前还发的顺丰，三天就到了，质量非常好！谢谢店主！
902,这个不错，听歌清楚，，比23到三十块的有的比，，
903,包装精美 音质清晰 操作简单 物美廉价
904,收到啦，非常好，摸着就感觉质量不错，音色也很好
905,各方面都挺好的
906,胜在便宜。
907,买给妹妹的，不知道咋样
908,买了好几次了都是从这家店，很实用
909,第二次买了，东西真的不错😊好喜欢，店家态度很好有什么问题都可以按时解决
910,佩戴感受：难受 声音效果：不好 外观材质：劣质 用几天就坏了问客服也不回真的是无语了，没见过这种的。。
911,役情期间都很快，真难得，五星好评！
912,耳机很不错，价格很合适。
913,到货有问题 售后6及时解决 满意
914,宝贝很好，其中一根有一边有一点小问题售后也很快处理了，以后就认准你家宝贝了
915,音质很好，没毛病
916,很喜欢音质也好
917,耳机挺好用的，就是还没收到货时，总发短信让确认收货，问客服客服不回答，只回答别的，其他都还可以，实物还可以
918,此用户没有填写评论!
919,可以的，很划得来
920,感觉用的挺好，配送速度还挺快，价格也挺便宜
921,不错哦，丫头喜欢😊
922,声音效果：音质不错
923,佩戴感受：非常好
924,声音效果：a不错的。
925,很不错哈，客服服务也好好，么么。非常不错
926,味道超大
927,耳机质量特别好 快递也很给力 好评
928,耳机质量特别好
929,快递速度很给力，耳机已收到，用了几天，感觉还好吧
930,此用户没有填写评论!
931,挺好的，买过很多次了，质量还可以
932,东西还是比较好的
933,话不多说 买了好几次了 物美价廉
934,宝贝收到了，这是我第二次回购了，产品特别好，喜欢
935,感觉不错，很耐用，第二次购买了。
936,声音也大，第二次买，很好用，物流也快。😍😍😍
937,质量好，看着高大上的样子
938,还行 耳机很轻
939,声音效果：耳机话筒对方都听不清楚声音！你卖的耳机也太劣质了
940,很满意的一次网购，戴上也很舒服。
941,第3次购买了  一直很好用 ，值得购买
942,十多块钱 音质还好啦 质量目前看起来摸起来感觉还很nice
943,昨天发货的今天就到了，神速啊
944,此用户没有填写评论!
945,宝贝很好，正品，音质也很好，放心购买
946,耳机收到了，这么便宜能买到这么好的耳机，超值的~
947,这家耳机不错哦！可以放心入手。
948,不错，非常好，值得购买值得推荐
949,非常不错，一直在这家买，以前的用了几年，经久耐用！这次又买两个，音质有提高，线也更粗了。
950,线有些细软
951,好评，在这样的情况下还能三天到货，感谢卖家和快递小哥
952,回购好多次了，品质非常好，支持。
953,疫期 店家发货快 顺丰飞速送达 音质好 值得回购。好评
954,此用户没有填写评论!
955,快递特别快，一天就到了，音质也非常好。
956,产品不错，音质也很好，不错的购物体验
957,音质真的很好，价格优惠，推荐购买
958,刚拿到手，看着还是非常不错的，物流非常快
959,收到就这样。
960,第二次购买了，因为疫情，居然顺丰发货，赞赞赞
961,非常满意，物美简练。
962,耳机音质特别好，之前买了一副耳机，同事听了一下音质不错就送给她了，现在再重新购买一副耳机，亲们喜欢可以下手购买了呦
963,用了几天 才来评价的 音质不错挺好用
964,很便宜但是会漏音
965,喜欢这个音效
966,物流很快，一两天就到了，而且这么便宜还能买到那么好的耳机，很值
967,包装完好，第二次购买了，满意
968,女儿说挺不错的
969,佩戴感受：🉑️
970,此用户没有填写评论!
971,物流很快，感谢在疫情期间还能正常发货。耳机🎧独立包装，音质还不错。价格实惠。
972,便宜，而且可以调音量，这次是回购，都是因为耳机只能听见一边来买&hellip;&hellip;
973,可以 价格美丽
974,不错不错，速度很快，音敏感度也很好
975,卧靠&hellip;这音质真的超乎我想象，货真价实 还价廉物美💯💯💯
976,发货速度很快，包装很好，音质也不错，非常喜欢！
977,物流超级快，昨天下单今天早上就收到了，用了下感觉不错，满意呢
978,耳机很好用，经常买，一直用他们家的。
979,音质不错。这个价格很划算呢。店家服务好。
980,佩戴感受：没有什么不好的感觉 声音效果：非常棒 外观材质：材质非常柔软，舒服
981,便宜又好用，回购了几次，在这么特殊情况下，快递也很给力，超级nice
982,第二次在这家店买了！客服态度真的超好，而且售后保障是真的！耳机很好！
983,还不错，买了挺多次的，质量很好
984,已经第二次下单了，产品不错
985,耳机非常好用哦，第二次购买了
986,第三次购买了，感觉物有所值
987,耳机很好我很满意，音质也好，正品
988,速度在这种时期真的超级快，17号买的，二十号上午就到了，二十多块真的就发了顺丰，比我其他贵多了的东西实在太多了，速度还快，第一次这么想夸一下一家店，一下子买了四条，试过了都是好的。希望店家继续加油哦！
989,速度在这种时期真的超级快，17号买的，二十号上午就到了，二十多块真的就发了顺丰，比我其他贵多了的东西实在太多了，速度还快，第一次这么想夸一下一家店，一下子买了四条，试过了都是好的。希望店家继续加油哦！
990,第二次购买啦，一如既往的好
991,耳机买来打算给苹果手机用的，结果到货后无法使用，所以打算给苹果产品配耳机的就不要再考虑这个产品了，根本用不了。
992,超级好，爱了爱了
993,音质可以
994,音质挺好的，耳机比普遍的稍微小了一点，这样戴进耳朵里时间长也不会感觉痛
995,质量不错物美价廉物流速度也快！
996,很不错很喜欢好好用，以后还会来的
997,刚收到&hellip;&hellip;包装高大上&hellip;&hellip;看起来不错&hellip;就看后期效果了&hellip;&hellip;
998,其他不说了，必须好评，竟然发的顺丰，真**666！！
999,这东西实在太好用了无杂音，清晰还很有性价比，赞赞赞
1000,音效还可以
1001,音质挺好的👌
1002,音质还不错
1003,疫情期间物流还很快以为还要等一段时间呢太感动了！第三次买他家的耳机第一次是10底买的现在都还能用就是让我用钢琴板砸了第二次蓝牙耳机 这次买是因为前几天那个耳机丢了真的好用我买的耳机从来没有坚持过这么长时间的
1004,真的是超级好的一副耳机，必须好评
1005,目前觉得还可以，没什么问题
1006,已知收到并且试听了，效果不错
1007,耳机收到了，包装很奈斯，喜欢
1008,东西不错。价格也不贵。
1009,好评，疫情当前，你们依旧如此努力，加油
1010,满意满意满意，音质很好。值得推荐
1011,质量不错，还是这种耳机戴上舒服
1012,很好用声音很清晰   快递很快
1013,声音效果：很好，质量也很好
1014,快递很快，耳机也好用，第二次在这家购买
1015,很好用，买过很多次了，老顾客。
1016,很好用的     好像是第二次购买了
1017,宝贝很早就等到啦！忘记评论了！宝贝质量真的很不错，是店家的老客户了，好评！
1018,快递物流给力，产品也很喜欢，最重要物有所值
1019,感觉挺好的，音质也不差，服务态度也很好！
1020,耳机挺好，疫情这么严重，物流也及时送到。点赞
1021,外观比较小巧时尚，通过质量还行比较清晰
1022,耳机音质不错，很喜欢，下次还在这里买
1023,此用户没有填写评论!
1024,还不错
1025,此用户没有填写评论!
1026,nice☺️
1027,还没有试过  物流挺快的
1028,非常不错哟，我就喜欢这样的佩戴方式，声音也不错。
1029,音质不好
1030,音质很好
1031,音质很好
1032,音质很好
1033,音质很好
1034,质量很好哦
1035,音效很好
1036,客服服务很好，期待下次买更好的宝贝
1037,好多次购买了，这个质量也可以 耐用！ 老顾客没啥活动 整体还可以
1038,质量非常好，非常满意的一次购物；客服有问必答，非常专业
1039,东西不错
1040,耳机收到了，感觉还行，先用用看
1041,存了，决定以后经常买你家啦！
1042,音质清晰，质量可以！和预想的一样
1043,这样的价格能买到这样的耳机，真不错，挺好用的，我一向用耳机很费，这个价格我可以随时再买又好用挺好的
1044,麦克风音量有点小，听电话时候声音一大就有电流声。
1045,耳机音质非常的棒，值得推荐购买
1046,给孩子买的！
1047,宝贝收到了质量不错，包装精美，音效很好的
1048,耳机很好，发的顺丰快递，18号买的，20号就到了好评
1049,放蓝店很久才去取。音效不错。
1050,用的可以能给五星好评
1051,超级无敌宇宙霹雳不错
1052,贼好用！下次还会购买！
1053,第三次购买  物有所值
1054,第3次购买了，音质不错
1055,买来用了几天也没注意 今天才发现一只耳机没有声。。。反正现在也出不了门就凑合用了
1056,挺好用的，也实惠，推荐购买吧。
1057,第二次买，耳机真的很好用，耳机上面的按键可以正常控制手机，真的很好
1058,东西很好物流很快 体检后再评
1059,质量很好，用起来感觉很好。
1060,佩戴感受：极佳 声音效果：很清楚 外观材质：触感超好
1061,耳机特别好看，也很实用。
1062,耳机很好使呢，调音也好用。
1063,耳机物流还挺快，但毕竟特殊时期嘛，一直没去拿。今天去拿了，听音乐还可以啦，本人耳机废，这个价格可以说很划算了😂
1064,不好意思，现在才好评，耳机很好用，这是第二次购买了，店家服务态度很好，特别是快递小哥在这全国疫情紧张的情况下及时送货上门，谢谢咯，还是要注意保护自己哈！
1065,售后9的服务态度很好，点赞
1066,挺好的 性价比高 买了挺多次了
1067,宝贝收到，还没用 用了再来追评，快递给力好评
1068,耳机还可以，已经用了
1069,真的是买了很多次了，好用！
1070,用了好多次 觉的是不错的
1071,一直都是买他们家的，感觉真的很好用，而且也不容易坏。音质也不错
1072,买了两个，质量非常好 音质也好，比实体店便宜好用，以后再买还会再来。
1073,正品非常好用，好评！
1074,好快啊，这个时候走顺丰快递，昨天买的，今天到。
1075,耳机音质很好，麦克风也没有杂音，价格也便宜，很值得购买！
1076,耳塞不错，物美价廉，物流也很给力，会继续回购的！
1077,东西一直没有收到，显示签收了。联系快递小哥3、4次一直没有结果。联系商家也没有给处理结果。过年之前买的东西，体验太差了！一个多月了&hellip;&hellip;
1078,之前忘了评价，耳机还是挺好的，服务也不错，发货速度很快，值得推荐。
1079,特别棒，也很好看，值得购买，快递也很给力
1080,挺好的   很不错的一款耳机
1081,非常好，戴起来很舒服
1082,非常喜欢，特别表扬售后2，态度非常好，朋友推荐来的，希望大家多多关注这家，良心好店
1083,东西还可以，主要是便宜，丢了也不心疼。
1084,耳机质量还可以   快递也快
1085,非常好，音效很好，很不错
1086,此用户没有填写评论!
1087,耳机到了很好 物美价廉
1088,非常好，快递非常快，音质特别好
1089,买了不止一次了 买了3次了 耳机非常好没有杂音 买耳机会一直在这买的
1090,抱歉，很早就收到货了，2个耳机都可以用，非常满意的一次购物，下次有需要还会来
1091,东西不错，买了才知道是老婆以前买过的那种，非常好
1092,这个价位买到这么好的耳机 也真是值了！我不知道能不能用久 但是这种价格音质显然没有失望！
1093,挺喜欢的音质也还可以。不错
1094,声音效果：效果很好，款式漂亮，线长度刚好，很实用，好评了✔
1095,好好看无数次回购了
1096,用了很久了，戴着感觉很舒服。
1097,耳机收到了！一如既往的好！
1098,为啥这款耳机用了一两个星期后音质就不行了，还会有电音，断断续续的
1099,第二次买塔菲克的耳机了，一如既往地好用实惠(୨୧&bull;͈ᴗ&bull;͈)◞︎ᶫᵒᵛᵉ   ♡
1100,售后6服务态度杠杠的，贼好
1101,已经收到了，质量挺好的，喜欢。
1102,刚试用两天，感觉极好。
1103,耳机还是一如既往的好
1104,刚收到货就拆来试听歌曲了，感觉还不错，没有杂音，物美价廉
1105,非常好，声音很清晰，没有杂音。
1106,第二次购买了，蛮好的
1107,第二次买了 很好用
1108,第二次买了 很不错
1109,买很多次了，还可以
1110,挺好的。不错啊
1111,朋友推荐来购买的。没想到10块钱不到的耳机音质和原装的一样！
1112,非常时期能这么快收到货，真的不容易，耳机很好，价格实惠，儿子喜欢，谢谢！
1113,包装蛮精致，快递也快，没有滋滋滋声音。很好很奈斯
1114,质量挺好的，音质也不错，好评
1115,这是我至今唯一想主动评价的购物，真的很不错，物美价廉
1116,便宜好用，客服很好
1117,耳机质量可以，没有杂音，包装也很精美！
1118,声音清晰，感觉很好，买它买它
1119,很好用 服务好 速度快
1120,买了两幅，用了十天坏了一副，之前质量没有这么差的，这是怎么回事？？
1121,①质量不错，长度刚好； ②数据传输正常。
1122,挺好的，不错不错 还有个夹子
1123,外观材质：一如既往的好，已经多次回购了，可以放心够买。
1124,等了好几天终于到了，因为疫情可以理解，音质很好，也没有杂音，很不错。
1125,佩戴感受：舒服啊 声音效果：买了几次了，声音效果非常的赞，一分钱一分货
1126,好期待，顺丰快递好评，耳机也很好用
1127,耳机很好，音质不错！！
1128,觉得不错   给个好评
1129,好评，很好用而且半天就到了物超所值!
1130,太喜欢这个耳机了，这应该是第二次买。音质什么的都超棒
1131,非常好的耳机，性价比高，使用很方便
1132,二次回购，挺好的
1133,给我爸买的，说很好用
1134,挺好的，价格便宜，比较实惠，而且保质期长
1135,东西不错，音质也很好，就是线稍微短了一点
1136,多次购买了，挺好的
1137,买了很多次了 很满意
1138,很棒第二次买了
1139,不行太刺耳了难受
1140,挺好的，因为快递总卡深圳，我一直让卖家催，卖家也很耐心的帮我催，之后也很快就到了
1141,第二次买，好用
1142,回购好多次，买！
1143,多次购买了，性价比高，音质不错
1144,很好用，也是回购了
1145,试了试非常好不贵好用
1146,质量还可以，这是第二次买了，性价比挺高的
1147,音质很棒，质感也很好，线也比较长不会容易被扯掉。而且发顺丰很快呢！
1148,挺好的，毕竟便宜
1149,带着十分舒适，不容易掉，很好
1150,很喜欢很喜欢很喜欢啊，发了顺丰快递
1151,没有杂音，目前感觉挺好的，价格便宜
1152,试了试感觉挺好没有杂音建议大家购买五星好评
1153,价格不贵，耳机还可以，音量适中，准备上班时候用，希望坚持的久一点
1154,物美价廉
1155,挺好用的，音质不错
1156,很好用物有所值
1157,感觉比原装还强。
1158,耳机是第二次购买了，质量扛扛的，没什么问题，非常好的一款耳机，很喜欢。
1159,这个耳机是真的好用，第二次回购了，这么便宜价格音质还非常不错。爱辽
1160,此用户没有填写评论!
1161,终于收到了，特殊时期可以理解，耳机还可以的，价格便宜，要求不高，好评
1162,快递很快哦，耳机试用了一下非常棒！
1163,耳机还可以，性价比高，外观好看
1164,不是第一次买他家耳机了，便宜质量还好，很优秀
1165,回购很多很多次了
1166,回购很多很多次了
1167,物美价廉 实惠好用 大赞商家+
1168,挺好的，现在这情况，快递还是很快的，比我前买的都还没到，质量也不错，包装的盒子也很好看！
1169,第二次购买了，音质不错，很好
1170,售后6服务特别周到
1171,耳机收到了，质量很好，快递也很快
1172,耳机音质还可以，便宜又实惠
1173,快递很快，耳机带上非常舒服，买了俩个，很实惠
1174,可以。非常好
1175,买了三次，质量非常好，特此评论
1176,可以     第二次买了     真的比其它耳机都好    音质非常好
1177,买了好几次 每次都是2跟  偶尔送人  这次买的还么用 先给好评  我一般用4个月坏一个耳塞 就直接丢了
1178,买了好几次了 这个价格一年用4条 性价比超高
1179,很好，声音挺大的
1180,佩戴感受：非常可以 声音效果：可以 特色功能：快递很给力很快太及时了下次还来
1181,物流很快，质量还挺不错的，可以
1182,还好吧 音质不错
1183,这个耳机我爱了，试听了一下，音质还不错，包装的很好，保护的也非常到位，按钮也很方便，纵然是这这种情况下，物流也超快～物超所值！！！
1184,这里也可以单独调节音量，质量挺好
1185,特别好，第二次购买，客服态度也好
1186,快递好快。而且耳机挺好用的。推荐
1187,不错 值得购买
1188,还不错，挺满意的
1189,挺好的，音质也可以
1190,此用户没有填写评论!
1191,佩戴舒适，音质也可以，便宜好用
1192,美观大方，价格公道，是为上选
1193,耳机很好，音质不错，值得推荐
1194,音质不错，物美价廉，推荐购买
1195,物美价廉哦不错不错音质很好很划算
1196,东西收到了 顺丰很快
1197,质量很好，又便宜，性价比高
1198,很好，质量也不错！值得购买
1199,耳机挺好用的😊😊
1200,耳机非常好用
1201,感觉很不错呢
1202,耳机收到了，音质不错，值得购买
1203,此用户没有填写评论!
1204,耳机非常不错，音质也好，音量调节也正常，质量满意
1205,顶顶顶全🈵️🌟
1206,宝贝很好，给满分！
1207,还可以吧挺不错还送外壳
1208,耳机质量很好，音质也很好！而且发货速度也很快，商家服务态度也很好！
1209,此用户没有填写评论!
1210,耳机真的超级棒音量也很好下次还要再买
1211,耳机收到了，看着还不错！音质听着也可以。好评！
1212,实物和图片一样，音质很好，很满意的一购物！
1213,音质很好，很清晰，物流也很快，物美价廉。
1214,很好 很快就到了
1215,商家十分友好，货物质量安全好
1216,音质好，便宜，物流很棒，顺丰包邮，很划算的一次购物
1217,很好用，还送了一根1米，谢谢店家！
1218,用的不错，实惠
1219,宝贝不错，谢谢老板！
1220,质量超级好，而且过年活动买一送一的，超级划算，到家第一时间试了一下，音质很好
1221,非常好的耳机～
1222,音质不错，超级超级超级好，值得购买
1223,此用户没有填写评论!
1224,一人一条刚刚好，还不知道质量怎么样？毕竟急用
1225,比想象中好
1226,耳机还可以
1227,耳机很好用
1228,还挺好的力推
1229,一如既往的好！
1230,便宜又好用
1231,耳机非常好
1232,快递速度很快，线的手感不错。
1233,适合小耳朵
1234,真的很好用啊！买啊啊啊啊
1235,感觉很不错
1236,已经多次购买了，质量非常不错，希望生意兴隆
1237,真好用
1238,售后2服务很好
1239,佩戴感受：很舒服 声音效果：很舒适 外观材质：质量很好 物流很快。
1240,挺好的，目前没问题，后续追评
1241,耳机收到了，包装很好，音质也好，关键是这么便宜能买到这么好的音质，值得购买好评好评好评
1242,耳机的质量很好，没有杂音
1243,两根耳机线，收到，非常满意
1244,耳机非常棒，手感也好，音质也不错，很值得购买。
1245,不知道第几次买了
1246,今天才取回来，试了一下，挺好用的，已经是从他家买了许多次了，以前是买的买一送一，这次买的时候没有这个活动，就买了一个，在家睡觉的时候听评书，不错，
1247,物流挺快的，音质不错，五星
1248,拿到新耳机立刻就用上了 之前的耳机给人家打电话总会有电流声 而且声音很模糊 现在这个耳机声音清新没有造型
1249,好次够买
1250,这也太好了吧
1251,佩戴感受：/舒适，方便，牢靠。 声音效果：完美，逼真，低音好。 外观材质：\\漂亮，完美。 特色功能：夹子方便，接听电话，调整音量。
1252,不错  很好
1253,挺好用的好评！
1254,很好很喜欢
1255,无限回购
1256,耳机线太细了，比一般的细了将近一半，感觉轻轻一拉就断了
1257,音效不错，包装也挺好，还顺丰包邮，喜欢
1258,声音很好听，发货很快，不错。
1259,挺好的。包装也特别好。物流又快
1260,声音很清晰，手感很棒，下次还在你们家买东西！
1261,耳机音质还好，价格便宜，推荐购买噢！
1262,音质不错
1263,挺不错的嘛
1264,还不错哈
1265,暂时挺好的
1266,一直很好
1267,非常不错，
1268,挺好的哦⊙&forall;⊙！
1269,超级满意！
1270,音质不错
1271,挺不错的！👍
1272,感觉不错
1273,音质不错
1274,非常不错
1275,很好 客服也挺好 快递也很快
1276,第二次买了这个价位质量可以
1277,到的很快，年后第一个到的快递，开心~东西经常买~质量是不错的
1278,收到音质挺好，线也有那么长，物美价廉，挺好的一次购物体验
1279,很实惠，很实用
1280,还可以 不过耳机声音有点一边大一边小
1281,认真看了下，耳机蛮好的，线控灵敏，包装仔细 话筒正常。
1282,第二次买了，物美价廉，很不错。
1283,此用户没有填写评论!
1284,感觉音质一般般不是很好有杂音
1285,疫情期间给发顺丰快递，到货速度快，看着质量都不错，没耽误孩子用
1286,蛮喜欢的，用起来也舒服。喜欢
1287,非常喜欢，很愉快的一次购物
1288,试了一下，除了线不是很软以外，其它都好，入耳异物感不强，音质还不错，mic的效果也好，这个价钱的东西那是一万个超值！
1289,声音效果：很好！非常满意的一次网购！声音乜非常好听！
1290,音质不错， 声音效果：挺好 外观材质：美观大方
1291,是他们家老顾客了，非常贴心，用的也实惠 物超所值，音质也是很不错
1292,音质很棒，耳机线也够长，带着感觉很舒服，没有噪音，物美价廉，推荐大家购买！
1293,物流挺快，第N 次购买
1294,物流很快，耳机的音效也很好，🌸
1295,音质不错戴着也舒适，也不贵，第一次买，真的挺好，很满意的一次购买，！
1296,耳机很实惠，而且没有杂音，音质很好
1297,客服小姐姐态度超级好哦。
1298,这个点，先不说货怎么样吧，能发货就特别感谢店家
1299,挺好的，在他家买好几次了，都是赠朋友，跟苹果耳机一毛一样
